announce.msbt
AnnounceEmpty	目前暫無通知
W5C3_105	好！\n要啟程前往碧姬公主城堡嗎？{[0104|0a007900650073006e006f000100000000000000]}
W5C3_49	什麼嘛，你們還沒好嗎？\n動作快點啊！
W5C3_50	嗯！\n看樣子所有人都上來了。{[0004]}{[0101]}好！\n發動引擎！
W5C3_301	發動引擎。
W5C3_261	發動引擎。
W5C3_108	好，我們走！\n朝火山上的碧姬公主城堡～
W5C3_299	{[0200]}{size[9600]}全 速 前 進！{size[6400]}\x0f\x02\0
W5C3_303	這麼大的船居然能飛上天，\n真是嚇了我一大跳～！{[0004]}我光是讓自己浮在空中\n就已經用盡全力了啊！
W5C3_304	哇哈哈哈，很厲害吧！\n畢竟這是本大爺的秘密武器嘛！{[0004]}按照這速度，我們很快\n就能抵達碧姬公主城堡了。\n儘管放心吧。
W5C3_110	庫巴大爺！\n前方發現敵人的蹤影！
W5C3_111	這些臭摺紙果然出現啦！\n好——準備迎擊！\n開炮！
W5C3_184	好——成功了！\n知道厲害了吧！
W5C3_185	還沒結束！\n又有敵人出現了！
W5C3_183	真是的，\n這樣簡直沒完沒了啊，可惡！{[0004]}喂，瑪利歐。\n給你個機會表現吧！\n跟我來！
W5C3_296	本大爺就把這艘船的\n主炮交給你了！{[0004]}瞄準方式有兩種！一種是用\n{color[cf2c12ff]}陀螺儀{color[404040ff]}，一種是用{color[cf2c12ff]}Ｌ操控搖桿{color[404040ff]}，\n選你喜歡的方式就行了！{[0104|100057003500430033005f00320039003700ffffffff00000000]}
W5C3_297	陀螺儀\nＬ操控搖桿
W5C3_298	選好了嗎？\n好——\n要直接來真的了喔！
W5C3_shooting_002	那我來教你怎麼發射主炮吧！
W5C3_shooting_003	只要傾斜，就能移動瞄準鏡！\n對準敵人後，再按發射！\n操作方式就是這樣！{[0004]}那暫時會無法打開選單！\n一切就交給你了！
W5C3_shooting_003_KeyOnly	只要輕推，就能移動瞄準鏡！\n對準敵人後，再按發射！\n操作方式就是這樣！{[0004]}那暫時會無法打開選單！\n一切就交給你了！
W5C3_shooting_004	{[0200]}{size[9600]}射擊——！{size[6400]}\x0f\x02\0
W5C3_shooting_200	可惡——一直飛來飛去的！
W5C3_shooting_201	漂亮！
W5C3_shooting_203	沒完沒了……
W5C3_shooting_204	啊啊！那是什麼啊！
W5C3_shooting_205	我過去看看。
W5C3_shooting_400	救命啊～
W5C3_shooting_402	要被追上了～
W5C3_shooting_403	哇——！
W5C3_shooting_404	得救了！
W5C3_shooting_401	謝謝你救了我！\n我還以為要完蛋了呢。
W5C3_shooting_401_down	得救了。\n雖然有點疼……
W5C3_shooting_104	{[0200]}{size[9600]}敵人可真多啊！{size[6400]}\x0f\x02\0
W5C3_shooting_300	站住——！
W5C3_shooting_301	做得好，瑪利歐！
W5C3_shooting_303	這樣就結束了？
W5C3_shooting_206	不，下方好像有什麼東西！
W5C3_shooting_304	那是什麼東西！？
W5C3_shooting_207	啊——！他們的老大登場了！
W5C3_shooting_208	好大啊！
W5C3_shooting_305	交給你了，瑪利歐！
W5C3_shooting_213	拜託你了！
W5C3_shooting_214	好，我們走吧！
W5C3_shooting_306	你要好好表現喔！
W5C3_shooting_210	打贏了嗎？
W5C3_shooting_307	幹得好！
W5C3_shooting_215	往這邊來了！
W5C3_shooting_211	瑪利歐，把他擊落！
W5C3_shooting_216	可惡——太遺憾了！
W5C3_shooting_309	被擊落了——！
W5C3_shooting_308	太棒了！
W5C3_shooting_212	打贏了呢！
W5C3_shooting_302	看來剛才那就是最後一個敵人了。
W5C3_shooting_202	瑪利歐你真有兩把刷子。\n你的表現簡直就是王牌級的呢！
W5C3_shooting_P_KPAJ_damage_001	好痛！
W5C3_shooting_P_KPAJ_damage_002	好痛啊！
W5C3_shooting_P_KPAJ_damage_003	痛痛痛！
W5C3_shooting_P_KPAJ_damage_004	別打我啦！
W5C3_shooting_P_KPAJ_damage_005	很痛耶！
W5C3_shooting_P_PAT_damage_001	呀！
W5C3_shooting_P_PAT_damage_002	好痛！
W5C3_shooting_P_PAT_damage_003	痛死人了！
W5C3_shooting_P_PAT_damage_004	好痛啊！
W5C3_shooting_P_PAT_damage_005	快點住手！
W5C3_shooting_P_KMK_damage_001	噫——！
W5C3_shooting_P_KMK_damage_002	住手啊！
W5C3_shooting_P_KMK_damage_003	好痛！
W5C3_shooting_P_KMK_damage_004	哎唷！
W5C3_shooting_P_KMK_damage_005	喂！
W5C3_shooting_gameover_001	{[0200]}{size[7800]}可惡～這些臭摺紙～！{size[6400]}\x0f\x02\0
W5C3_114	瑪利歐，\n你剛剛砰砰砰地發射炮彈的樣子，\n真的很帥呢～！
W5C3_115	這樣一來，那幫傢伙也見識到\n本大爺的船有多麼可怕了吧！
W5C3_118	碧姬公主城堡就在前方！\n我們即將著陸！
W5C3_116	{size[7800]}{[0200]}左側發現敵人！\x0f\x02\0\n{[0200]}相當巨大！\x0f\x02\0{size[6400]}
W5C3_96	我們幾個是負責看家的。\n大家都有好好加油嗎？
W5C3_97	在庫巴大爺回來前，\n我會努力把這裡打掃乾淨的！
W5C3_117	居然把我一個人丟在這裡……\n嗚嗚。{[0004]}我也想搭戰艦啊……\n實在太不甘心了，這給你吧。
W5C3_119	大家現在一定很開心地\n搭乘戰艦在天空遨遊吧……
W5G1.msbt
W5G1_163	咦，這裡是哪裡？{[0004]}我們好像到了一個很高的地方，\n但是周圍一片白茫茫，\n什麼都看不見呢。
W5G1_164	啊，瑪利歐，\n那裡有綠色神祇膠帶！{[0004]}好像延伸進白茫茫的地方了，\n要去看看嗎？
W5G1_110	要回去海洋塔嗎？{[0104|0a007900650073006e006f000100000000000000]}
W5G1_155	{[0200]}{size[9600]}快到天堂來吧{size[6400]}\x0f\x02\0
W5G1_124	哎呀～\n好有趣的看板啊。{[0004]}天堂究竟有多好玩呢？\n我好期待呀！
W5G1_3	歡迎光臨！\n感謝您蒞臨天空水療園地！
W5G1_1	哇～\n他們說這裡是天空水療園地耶！
W5G1_2	天空是什麼？\n水療園地又是什麼呀？{[0004]}為什麼奇諾比奧會是白色的？\n天堂真是個不可思議的地方呢。
W5G1_13	歡迎你們蒞臨天堂。
W5G1_14	調查完汪洋中的天空奇諾比奧雕像\n將可以獲得獎品。\n你拿到了嗎？
W5G1_125	找一找～看一看～\n快過來吧～耶！\n天～堂～♪
W5G1_126	請先到正面的櫃台辦理入園手續。
W5G1_128	難得有新的客人，\n沒想到居然是瑪利歐，\n我好高興啊！
W5G1_129	原來你已經通過３道試煉了啊。\n不愧是瑪利歐！
W5G1_130	為了讓客人在來這裡的路上\n也能玩得開心，\n我們準備了各式各樣的試煉。
W5G1_131	遠道而來辛苦你了，\n請好好享受這裡的設施吧。
W5G1_134	要回到人間時，\n請利用裡面的旅行的水管喔。
W5G1_298	啊！\n是超級潛艇號！
W5G1_173	超級潛艇？不對不對，\n這艘叫做水療潛艇號。{[0004]}這是我們水療園地為了送客人\n前往方塊島接受試煉所準備的\n接送用潛水艇。{[0004]}對了，這艘水療潛艇號\n其實有一個不為人知的故事唷。\n你想不想知道啊？{[0104|0a007900650073006e006f000100000000000000]}
W5G1_174	聽說很久以前有一個叫比奧船長\n的奇諾比奧曾偷走這艘潛艇號。{[0004]}他還向喜歡泡溫泉的奇諾比王\n提出要求，若是想拿回就得讓\n自己當王。{[0004]}但奇諾比王沒有屈服於他的威脅，\n而是動員整個王朝搜索他。{[0004]}最後比奧終於落網，\n為了防止他繼續胡作非為，\n便用冷凍庫將他冰凍起來。
W5G1_177	哇——\n原來是這樣啊。
W5G1_179	那比奧說不定是因為\n太冷而改過自新了。\n因為他人很好啊！
W5G1_299	水療潛艇號是通往方塊島的\n接送用潛水艇。{[0004]}你想知道他不為人知的故事嗎？{[0104|0a007900650073006e006f000100000000000000]}
W5G1_333	咦——？\n我好像在哪裡看過這幅畫。
W5G1_334	這是熱沙沙漠的奇諾比王朝\n為了表示友好，\n贈送給我們的浮雕。{[0004]}地上的奇諾比奧們\n自古就很喜歡天空水療園地，\n因此把這裡當成了療癒聖地。{[0004]}特別是奇諾比王朝的奇諾比王，\n他每年都會帶臣子來旅行\n慰勞他們，是我們的重要客戶呢。
W5G1_171	{[0200]}{color[65c3c9ff]}{size[9600]}阿天{size[6400]}{color[404040ff]}\x0f\x02\0
W5G1_295	{[0200]}{size[9600]}{color[d55eccff]}小空{color[404040ff]}{size[6400]}\x0f\x02\0
W5G1_4	這位客人，\n請先到這裡辦理入園手續。
W5G1_217	歡迎蒞臨\n溫泉主題樂園「天空水療園地」。{[0004]}您可以在這裡悠閒地享受\n各種療癒身心的溫泉。
W5G1_218	哇——！\n這裡真的是「天堂」啊！{[0004]}聽他這麼一說，\n我也好想舒服地泡個\n溫泉療癒一下身心呢！
W5G1_5	含溫泉稅一共是１０００金幣。\n是否要入園呢？{[0104|0a007900650073006e006f000100000000000000]}
W5G1_8	您的金幣不足。
W5G1_12	哇——！\n可以在天堂悠閒地泡湯了！
W5G1_9	感謝您的惠顧。{[0004]}我們目前正在舉辦\n集點的特別活動。{[0004]}請收下這張卡。
W5G1_10	泡完溫泉後，\n請帶著這張卡前往蓋章處蓋章。{[0004]}集滿所有印章後，\n只要帶著這張卡過來，\n就可獲得特別獎勵。{[0004]}至於獎勵的內容就等收集完畢後\n再為您揭曉，敬請期待。{[0004]}那麼，請盡情享受天空水療園地。
W5G1_219	哇——他叫我們敬請期待耶！\n到底是什麼獎勵啊！\n我好期待呀——！
W5G1_133	那麼，我們隨時恭候您的光臨。
W5G1_16	收集完所有印章了嗎？\n那請出示您的集點卡。{[0104|0e004b00650079004900740065006d000100000000000000]}
W5G1_19	這個不是集點卡。
W5G1_25	您似乎還沒收集到所有的印章。
W5G1_144	恭喜您。\n您已經將所有印章收集完畢！{[0004]}這個是您期待已久的特別獎勵，\n請收下。
W5G1_184	咦——\n這是什麼——？{[0004]}我們這麼努力集齊印章，\n結果特別獎勵只是一張紙嗎？
W5G1_294	那是「繽紛溫泉」的溫泉券，\n這個溫泉非常特別喔。{[0004]}繽紛溫泉會散發出七彩的光芒，\n對於治療褪色、掉色極為有效。{[0004]}只要泡進去，轉眼間就能恢復\n健康又鮮豔的色彩唷。
W5G1_296	你聽見了嗎？少爺！{[0004]}只要去泡那個繽紛溫泉，\n少爺的身體一定就能恢復原狀！
W5G1_383	沒錯！\n這樣就能跟這副俗氣的白色\n說拜拜了！
W5G1_365	繽紛溫泉是很稀有的秘密溫泉，\n因此地點也在很隱密的地方。{[0004]}就請各位顧客\n自行找出溫泉的入口吧。
W5G1_366	哇——\n要去尋找秘密嗎！？\n感覺好神秘啊～！
W5G1_368	說什麼秘密，都是在騙小孩的，\n看我馬上把他找出來！\n我們出發吧！
W5G1_145	繽紛溫泉是散發出七彩光芒的\n秘密溫泉，能喚醒健康的顏色。{[0004]}溫泉的地點非常隱密，\n請務必把他找出來喔～
W5G1_146	在天空水療園地玩得開心嗎？\n我們隨時歡迎您再次光臨。
W5G1_228	唔，瑪利歐，\n那邊好像在冒煙耶？\n我有點好奇呢。
W5G1_272	這是熱水嗎？\n水溫好高，\n好溫暖喔。
W5G1_253	咦——！\n原來泡溫泉就是指\n泡進熱水裡呀！？
W5G1_254	嗯～\n瑪利歐看起來\n好像很舒服的樣子……{[0004]}像我這樣的摺紙如果泡進去，\n會不會因為弄濕而破掉啊？{[0004]}雖然有點害怕……\n但我要泡泡看！
W5G1_229	{[0103|02000000]}{[0301|9a99993e]}♪啊～\x0f\x03\x01{[0004]}{[0301|9a99993e]}♪天堂好地方～\n一定要～來一次～\x0f\x03\x01{[0004]}{[0301|9a99993e]}♪好溫泉～\n啊～舒服啊舒服\n快來吧～快來吧～\x0f\x03\x01
W5G1_230	實——在是太舒服了～{[0004]}療癒身心原來就是\n這麼一回事呢～{[0004]}我啊～\n好像迷上泡溫泉了～
W5G1_291	瑪利歐！\n蓋章、蓋章！
W5G1_80	{[0200]}{size[9600]}～清淨溫泉～{size[6400]}\x0f\x02\0\n{[0200]}{color[cf2c12ff]}功效：治療碎裂、破損{color[404040ff]}\x0f\x02\0
W5G1_138	水溫還可以嗎？
W5G1_137	哎呀，沒想到紙片的人\n也大老遠跑到雲端上來了。\n看來大家都很喜歡溫泉呢。
W5G1_200	哇——！\n雲好白——！\n空氣好稀薄——！{[0004]}簡直像到了天空上一樣！\n啊，原來天空水療園地\n就是這個意思啊～！{[0004]}綠色膠帶在……\n咦？
W5G1_227	那個像臉而且很～恐怖的東西\n是什麼？{[0004]}感覺跟這座水療園地的\n氣氛不太搭呢……\n
W5G1_201	啊，是掃地的阿伯，\n跟他打聽看看吧。{[0004]}阿伯——！
W5G1_23	瑪利歐！\n這不是瑪利歐嗎！？
W5G1_21	咦——！？\n掃地的阿伯，你認識瑪利歐嗎？
W5G1_140	什麼——！？\n何止是認識……{[0004]}我可是庫巴大爺的親信，\n和瑪利歐交戰過無數次的……
W5G1_347	傳奇魔法師——卡美克喔！
W5G1_182	哦——\n我叫奧莉維亞，\n正在和瑪利歐一起旅行。{[0004]}卡美克的打掃功力\n已經好到成為傳奇了嗎？\n太厲害了——！
W5G1_183	不是啦，\n這個是，呃……\n發生了很多事情……{[0004]}你們能聽我說明一下嗎？
W5G1_94	從碧姬公主城堡逃出的庫巴大爺，\n雖然成功回到了庫巴城堡\n和我們會合……
W5G1_96	但此時的庫巴城堡已經被\n摺紙兵占領，\n結果就連庫巴大爺都被抓住了。
W5G1_97	雖然那時我想按下為了因應\n緊急情況而準備的秘密按鈕……
W5G1_98	……但卻不小心按到了旁邊的\n引擎停止按鈕。
W5G1_99	結果引擎停止的庫巴城堡就不幸\n墜落到了天空水療園地！
W5G1_101	這件事給我們添了好大的麻煩！\n庫巴城堡墜落的地點，\n偏偏就在宴會廳上！
W5G1_105	宴會廳可是很重要的設施，\n平常有非常多顧客在使用啊！
W5G1_109	這下建築物和廚房需要花錢修理，\n盤子和杯子也全都碎了，\n總而言之……
W5G1_107	超、級、大、虧損！{[0004]}所以庫巴軍團要在這裡好好工作，\n把欠下的債務全部還清才可以喔！
W5G1_26	……呃，\n事情大概就是這樣。
W5G1_22	這樣啊，\n原來那個是庫巴的城堡呢。{[0004]}想要解除綠色膠帶，就必須進到\n那個可怕～的大臉裡面才行啊。
W5G1_24	哦～你們要進去庫巴城堡嗎？{[0004]}呵呵呵……\n那就由我來幫你們帶路吧。{[0004]}在這個方向。\n來吧，請往這邊走。
W5G1_27	瑪利歐，\n這邊、這邊！
W5G1_215	你不和卡美克一起去庫巴城堡嗎？
W5G1_86	{[0200]}{size[9600]}～天空小童的足浴～{size[6400]}\x0f\x02\0\n{[0200]}{color[0677ebff]}源泉直流式天然溫泉{color[404040ff]}\x0f\x02\0
W5G1_64	好，我們抵達庫巴城堡了。\n請進吧。{[0004]}不過，也要你能……進得去才行。\n呵呵呵呵……
W5G1_158	好了，請進到城堡裡吧。
W5G1_29	哇——\n果然連瑪利歐都進不去啊。
W5G1_30	那個摺紙兵一直在雲上看守，\n從地上根本什麼都做不了。{[0004]}我的飛天掃帚\n也被摺紙兵給沒收了……
W5G1_32	唉，這種時候，\n如果有能夠飛到雲上的同伴\n在身邊就好了……
W5G1_33	{[0200]}{size[9600]}爸爸——！{size[6400]}\x0f\x02\0
W5G1_255	啊，那個是！{[0004]}能自由操控飛在空中的小丑飛船，\n庫巴大爺的淘氣鬼兒子庫巴Jr.！{[0004]}有少爺在的話，\n飛到雲上可說是輕而易舉！\n他來得可真是時候！
W5G1_34	{[0200]}{size[9600]}少爺——！{size[6400]}\x0f\x02\0
W5G1_37	啊——\n少爺明明來得正是時候……{[0004]}結果還沒大顯身手，\n就瞬間被剪得四分五裂了！
W5G1_38	啊——！\n變得四分五裂後，\n根本聽不懂他在說什麼！{[0004]}他現在這副模樣，\n已經沒辦法飛到天上了——！
W5G1_233	卡美克，我跟你說，\n這裡的溫泉療效很好唷。{[0004]}只要把庫巴Jr.的身體泡進去，\n說不定就能恢復哦？
W5G1_234	原來如此！\n就這麼辦吧！{[0004]}我記得入口附近的清淨溫泉\n能治療碎裂的紙片！
W5G1_142	瑪利歐！\n我們去清淨溫泉\n治療少爺碎裂的身體吧！{[0004]}只要他的身體恢復原狀，\n一定就能再次飛行了！
W5G1_39	瑪利歐！\n我們趕快帶少爺去清淨溫泉！
W5G1_240	生氣——！\n這些人怎麼這樣！\n居然一……三個人霸占整座溫泉！
W5G1_241	不好意思——\n我們想要治療碎裂的同伴。{[0004]}你們幾位也是哪裡有問題嗎？
W5G1_112	{[0302]}{[0200]}{size[9600]}你說誰有問題啊！{size[6400]}\x0f\x02\0\x0f\x03\x02
W5G1_242	嗚——\n沒有問題還這麼生氣！
W5G1_238	少爺，\n記得水要淹過肩膀喔。
W5G1_231	少爺，你覺得怎麼樣啊？
W5G1_374	哦！碎裂的身體都連起來了！\n清淨溫泉真神奇！
W5G1_195	喂，卡美克！\n我是聽說爸爸被抓才趕過來的。{[0004]}結果突然就被剪得四分五裂，\n這也太莫名其妙了！
W5G1_197	啊，什麼啊～\n原來瑪利歐也在啊！\n你是什麼時候成為同伴的！？
W5G1_342	我叫做～\n奧莉維亞～{[0004]}是一個對神祇膠帶和溫泉\n很感興趣的摺紙～
W5G1_198	少爺！\n有個摺紙兵在妨礙我們，\n害我們進不了庫巴城堡！{[0004]}我們得靠少爺的飛行能力，\n才有辦法打倒那個傢伙！
W5G1_343	我知道了！{[0004]}那我們趕緊去打倒那個傢伙吧！
W5G1_344	咦～\n好奇怪喔～\n怎麼飛不起來啊？
W5G1_345	那是當然的。\n連起來的地方都是摺痕啊。{[0004]}而且，墜落的衝擊\n不僅讓你變得皺巴巴的，\n還害你渾身是泥！{[0004]}這樣的身體哪可能輕鬆飛上天啊！
W5G1_204	摺痕～皺褶～\n泥巴污漬～{[0004]}全部都～\n去泡溫泉～\n不就好了～{[0004]}這樣的話～\n也能順便收集印章～\n這主意不錯吧～
W5G1_206	說得也是！\n幸好這裡有很多溫泉！{[0004]}好了，少爺，\n我來背你吧。
W5G1_346	那麼，為了讓少爺恢復活力，\n並再次於空中飛行……{[0004]}讓我們前往可以治療\n摺痕、皺褶、污漬的溫泉巡禮吧！\n哈——！
W5G1_67	{[0200]}{size[9600]}～天使溫泉～{size[6400]}\x0f\x02\0\n{[0200]}{color[cf2c12ff]}功效：治療彎曲、摺痕{color[404040ff]}\x0f\x02\0
W5G1_121	好——\n區區摺痕，看我一口氣把你治好！
W5G1_120	你覺得如何，少爺？
W5G1_122	如何！\n沒有摺痕了——！
W5G1_153	哦，少爺！\n摺痕消失得一乾二淨呢！{[0004]}哎{[0101]}呀，\n這個溫泉真的能治療摺痕呢！
W5G1_220	啊————！\n奧莉維亞你怎麼了！？{[0004]}瑪利歐！\n奧莉維亞的樣子很奇怪！\n趕快把他抬出浴池吧！
W5G1_221	奧莉維亞身上的摺痕正在消失，\n快要從摺紙變成一般的紙張了！{[0004]}這下糟了！\n得想想辦法！
W5G1_222	呃——\n這裡該怎麼摺才好呢？\n摺紙好難啊……
W5G1_226	不會啊，卡美克，\n你摺得很好啊，\n越來越像奧莉維亞了喔！
W5G1_223	嗯——這樣如何？\n我覺得差不多是這種感覺……
W5G1_275	{[0302]}嗚嗚嗚……\x0f\x03\x02{[0004]}{[0302]}卡美克謝謝你……\x0f\x03\x02
W5G1_224	呼～{[0004]}看來摺紙泡在治療摺痕的溫泉裡\n太久，會很危險呢……
W5G1_232	啊，幸好又重新摺過一次，\n我覺得精神好多了。
W5G1_235	卡美克大人，\n本次承蒙您替我重新摺過一遍，\n實在感激不盡。
W5G1_236	呵呵呵……\n看來不止是更有精神，\n還變得更有禮貌了呢。
W5G1_71	{[0200]}{size[9600]}～神殿溫泉～{size[6400]}\x0f\x02\0\n{[0200]}{color[cf2c12ff]}功效：治療皺褶、皺痕{color[404040ff]}\x0f\x02\0
W5G1_42	{[0302]}這裡、已經、客滿。\n你們、走開。\x0f\x03\x02
W5G1_43	咦——？\n看起來完全不像客滿啊……{[0004]}瑪利歐，\n我們在邊邊泡就行了，\n要不要直接進去呢？
W5G1_116	好——\n區區皺褶，看我把你全部除掉！
W5G1_115	少爺，你覺得怎麼樣啊？
W5G1_117	鏘鏘——！\n怎麼樣！？
W5G1_375	哦！皺褶都不見了，\n看起來又新又漂亮！
W5G1_369	不過我～\n手指變得皺巴巴的～\n是不是泡太久了呢～
W5G1_188	好了，接下來還剩下\n{[0300|00000000]}和{[0300|01000000]}。{[0004]}不統統治好，\n可是沒辦法飛到空中的。
W5G1_189	很好，只剩下{[0300|00000000]}了！{[0004]}少爺，你再忍耐一下子，\n就能在天上飛了喔。
W5G1_373	說得沒錯～\n蓋章、蓋章～
W5G1_390	什麼嘛，\n居然還有啊～{[0004]}沒辦法，趕快去下一個溫泉吧！
W5G1_391	一直在泡溫泉，我開始有點膩了！{[0004]}趕快帶我到下一個地方去！
W5G1_190	摺痕
W5G1_191	皺褶
W5G1_192	污漬
W5G1_384	好了，這樣就全都治好了吧？
W5G1_370	不，這樣還不行喔。\n你看都掉色了，\n身體變得白白的。{[0004]}話說這一身白到底要怎樣\n才能治好呢……
W5G1_371	總而言之～\n我們泡過所有的溫泉了～{[0004]}蓋印章後～\n就去領取令人期待的獎賞吧～
W5G1_372	聽我說，這樣一來我們\n應該已經泡過所有的溫泉了。{[0004]}蓋完印章後，\n我們就去領取\n令人期待的獎賞怎麼樣？
W5G1_388	對啊對啊！\n都已經泡過這麼多次澡了，\n也該給點獎賞吧！
W5G1_389	唔……說得也對。{[0004]}其實我也不知道集點活動的\n特別獎勵到底是什麼東西。{[0004]}不管怎樣，繼續這樣下去\n也想不到什麼好方法，\n我們就去櫃台看看吧。
W5G1_376	這裡是集點活動用的蓋章處。{[0004]}只要收集所有溫泉的印章，\n就能獲得特別的獎勵唷。
W5G1_381	那裡是集點活動用的蓋章處。{[0004]}只要收集所有溫泉的印章，\n就能獲得特別的獎勵唷。
W5G1_377	感謝您來泡溫泉。\n請蓋章。
W5G1_378	這位顧客！\n您忘了蓋章唷。
W5G1_379	這裡的印章已經蓋過了唷。
W5G1_380	您已經收集到全部的印章了！\n請將集點卡拿去櫃台。
W5G1_394	非常感謝您\n參加這次的集點活動！
W5G1_157	{color[2e7611ff]}心跳溫泉大冒險{color[404040ff]}\n{[0200]}{size[9600]}{color[2e7611ff]}～叢林溫泉～{color[404040ff]}{size[6400]}\x0f\x02\0\n{[0200]}{color[cf2c12ff]}↑往前走↑{color[404040ff]}\x0f\x02\0
W5G1_252	{color[2e7611ff]}心跳溫泉大冒險{color[404040ff]}\n{[0200]}{size[9600]}{color[2e7611ff]}～叢林溫泉～{color[404040ff]}{size[6400]}\x0f\x02\0\n{[0200]}{color[cf2c12ff]}↑繼續往前走↑{color[404040ff]}\x0f\x02\0
W5G1_349	\n{[0200]}{size[9600]}{color[2e7611ff]}～叢林溫泉～{color[404040ff]}{size[6400]}\x0f\x02\0\n{[0202]}{color[cf2c12ff]}之路{color[404040ff]}\x0f\x02\x02
W5G1_251	叢林溫泉就在這個秘境裡，\n是一座非常貼近大自然的溫泉。{[0004]}請多留意您的腳步。
W5G1_81	這位客人，請出示您的溫泉券。{[0104|0e004b00650079004900740065006d000100000000000000]}
W5G1_168	這個不是溫泉券。
W5G1_82	溫泉券確認完畢。\n裡面請。
W5G1_261	你看，少爺！\n那朵雲上有摺紙兵！
W5G1_262	好，準備走吧！\n大家趕快坐上來！
W5G1_274	那麼，瑪利歐，\n接下來就交給你了！{[0004]}把他打得落花流水吧！\n靠你了，瑪利歐！
W5G1_66	成功了！\n礙事的傢伙終於消失了！
W5G1_69	這樣就能進到庫巴的城堡裡\n解除綠色膠帶了！
W5G1_400	好！\n去救爸爸出來吧！
W5G1_70	對了——！\n瑪利歐，\n你能在這裡等我一下嗎！？
W5G1_51	{[0103|02000000]}{[0200]}咳咳……\n呃——庫巴軍團的各位！\x0f\x02\0
W5G1_52	{[0103|02000000]}在庫巴城堡入口礙事的傢伙\n終於消失啦！{[0004]}{[0103|02000000]}現在正是無敵的庫巴軍團\n挺身而戰的時候！
W5G1_55	{[0103|02000000]}現在開始我們將和瑪利歐\n一起攻進庫巴城堡裡！{[0004]}{[0103|02000000]}救出被抓住的庫巴大爺，\n奪回我們庫巴軍團的尊嚴吧！
W5G1_216	這樣的話，\n大家一定會集合起來的。
W5G1_280	我可等不了那麼久～！{[0004]}我很擔心爸爸！\n馬上出發吧！
W5G1_281	唉……真是的，\n少爺這個急躁的個性\n是遺傳自你父親吧。{[0004]}那我們就先前往\n庫巴大爺的所在處吧。\n大家，要出發囉！
W5G1_401	清淨溫泉！
W5G1_402	被人背著感覺好丟臉啊～{[0100|c4090000]}
W5G1_417	以前我也常常這樣背著你喔。{[0100|c4090000]}
W5G1_403	我覺得自己好像長高了。{[0100|c4090000]}
W5G1_418	因為摺痕治好了，所以姿勢也端正了吧。{[0100|c4090000]}
W5G1_404	皺褶消失後有沒有變得比較年輕？{[0100|c4090000]}
W5G1_419	少爺你原本就很年輕啊。{[0100|c4090000]}
W5G1_405	全身白白的看起來好遜啊～{[0100|c4090000]}
W5G1_420	這可是你自作自受喔！{[0100|c4090000]}
W5G1_406	皺巴巴的，感覺全身無力～{[0100|c4090000]}
W5G1_421	好好好，你再忍耐一下。{[0100|c4090000]}
W5G1_407	摺痕的地方好痛喔～{[0100|c4090000]}
W5G1_422	說這種喪氣話會被庫巴大爺笑喔。{[0100|c4090000]}
W5G1_408	全身都是泥巴感覺好噁心～{[0100|c4090000]}
W5G1_423	好好好，去溫泉把身體洗乾淨吧。{[0100|c4090000]}
W5G1_414	庫巴城堡好帥喔～{[0100|c4090000]}
W5G1_424	這可是偉大的庫巴大爺自豪的城堡！{[0100|c4090000]}
W5G1_410	一直在礙事的就是那傢伙嗎！？{[0100|c4090000]}
W5G1_425	沒錯，趕快把他解決掉吧！{[0100|c4090000]}
W5G1_411	叢林看起來好像很有趣呢！{[0100|c4090000]}
W5G1_426	希望能夠平安無事……{[0100|c4090000]}
W5G1_412	真小氣耶～幫忙買下來嘛！{[0100|c4090000]}
W5G1_427	瑪利歐也有他自己的苦衷吧。{[0100|c4090000]}
W5G1_413	瑪利歐，你出手還真大方！{[0100|c4090000]}
W5G1_428	感謝你為庫巴軍團的付出！{[0100|c4090000]}
W5G1_415	瑪利歐被燙傷了？好遜啊～{[0100|c4090000]}
W5G1_429	看來他似乎很怕燙呢。{[0100|c4090000]}
W5G1_409	好期待、好期待！{[0100|c4090000]}
W5G1_416	獎賞、獎賞！{[0100|c4090000]}
W5G1_108	要是不好好工作可是會被罵的。
W5G1_161	（謝謝你幫我除草！）
W5G1_148	無敵的庫巴軍團竟然\n淪落到這種地步……\n唉，真是丟臉。
W5G1_362	這棵樹原來是假的啊。
W5G1_205	啊，歡迎來到天空水療園地！\n請在這裡盡情地享受吧。\n
W5G1_151	只要稍微偷懶一下就會被罵……
W5G1_152	現在明明不是做這種事的時候。\n庫巴大爺應該沒事吧。
W5G1_361	黴菌很容易在這種\n縫隙裡面繁殖喔。
W5G1_350	這把鎚子可不是拿來修理\n這種東西的啊。
W5G1_127	我擦過的地板比較乾淨喔。
W5G1_141	才怪，我擦過的地板更乾淨。
W5G1_199	有客人正在躺椅上休息。\n請保持安靜。
W5G1_293	咦？\n不知不覺中客人就不見了。\n難道是去泡溫泉了嗎？
W5G1_356	看店的木喬不在。\n跑去哪裡了！？
W5G1_355	這裡看店的經常偷懶。
W5G1_181	真礙事……
W5G1_354	謝謝你——！\n這個箱子很礙事，你幫了我大忙。
W5G1_359	我可是紙片，\n這種細長的地方也難不倒我的！
W5G1_351	你泡過全部的溫泉了嗎？\n這個看板能查看各溫泉的地點喔。
W5G1_360	看不見的地方也要好好擦乾淨。\n因為我很愛乾淨。
