album.msbt
armor.msbt
Fighter00	見習鎧甲
HorseRiding1	騎馬攻擊
HorseRiding2	騎馬攻擊Ⅱ
HorseRiding3	騎馬攻擊Ⅲ
HorseBreath1	鼻息
HorseBreath2	鼻息Ⅱ
HorseBreath3	鼻息Ⅲ
HorseJob	人馬合一
HorseJobCat	貓之人馬合一
HorseJobCook	廚師之人馬合一
HorseJobDevil	小惡魔之人馬合一
HorseJobElf	精靈之人馬合一
HorseJobFighter	戰士之人馬合一
HorseJobFlower	花之人馬合一
HorseJobIdol	偶像之人馬合一
HorseJobPriest	僧侶之人馬合一
HorseJobRoyalty	公主之人馬合一
HorseJobScientist	科學家之人馬合一
HorseJobTank	戰車之人馬合一
HorseJobThief	盜賊之人馬合一
HorseJobVampire	吸血鬼之人馬合一
HorseJobWizard	魔法師之人馬合一
skillExplain.msbt
ExplainJSFighterDouble	高高跳起，舉劍揮下，\n斬擊一隻敵人的攻擊技能。
ExplainJSFighterGuard	徹底防守，代替同伴\n承受攻擊的防禦技能。
ExplainJSFighterSlap	為神智不清的同伴加油，\n使其恢復正常的自動發動技能。
ExplainJSFighterTwice	連續發動兩次強力斬擊的攻擊技能。
ExplainJSFighterSpin	使劍迴旋一圈，\n斬擊所有敵人的攻擊技能。
ExplainJSFighterEyeSlash	斬擊一隻敵人，使有眼睛的敵人\n受到大傷害的攻擊技能。
ExplainJSFighterReviveSlap	強烈拍打，將倒下的同伴\n打醒的技能。
ExplainJSFighterSpin2	使劍大範圍迴旋，橫掃\n所有敵人的強力攻擊技能。
ExplainJSWizardFire	以魔法火焰攻擊一隻敵人，\n使其受到傷害的攻擊魔法。
ExplainJSWizardExplosion	以魔法引起爆炸，使所有敵人\n受到傷害的攻擊魔法。
ExplainJSWizardSleep	讓同伴睡著的魔法。\n睡著的同伴將回復HP。
ExplainJSWizardLightning	以魔法雷電使敵人受到傷害，\n同時襲捲兩側敵人的攻擊魔法。
ExplainJSWizardBarrier	在自己面前設立屏障，\n減輕所有傷害的防守魔法。
ExplainJSWizardBigWeapon	使同伴的武器變得巨大，\n強化一擊的自動發動魔法。
ExplainJSWizardFire2	以巨大火焰攻擊一隻敵人，\n使其受到大傷害的攻擊魔法。
ExplainJSWizardLightning2	以魔法雷擊使敵人受到大傷害，\n同時襲捲兩側敵人的攻擊魔法。
ExplainJSWizardExplosion2	以魔法引起大爆炸，使所有敵人\n受到大傷害的攻擊魔法。
ExplainJSWizardLightning3	以魔法爆炸雷擊使敵人受到超級傷害，\n同時襲捲兩側敵人的攻擊魔法。
ExplainJSWizardExplosion3	產生巨大熱球，使所有敵人\n受到超級傷害的攻擊魔法。
ExplainJSWizardFlameTower	以火焰塔燃燒一隻敵人的\n最強攻擊魔法。
ExplainJSPriestCure	以祈禱的力量使一位同伴\n回復HP的魔法。
ExplainJSPriestResurrect	使一位倒下的同伴復活的\n回復魔法。
ExplainJSPriestCalm	使所有神智不清的同伴\n恢復正常的回復魔法。
ExplainJSPriestCureAll	以光芒籠罩所有同伴，\n回復HP的魔法。
ExplainJSPriestKarma	以制裁光芒\n消滅敵人的攻擊魔法。
ExplainJSPriestCure2	以神聖光芒使一位同伴\n回復大量HP的魔法。
ExplainJSPriestHoly	以光芒一擊使一隻敵人\n受到大傷害的攻擊魔法。
ExplainJSPriestCure3	以神聖光輝使一位同伴\n回復巨量HP的魔法。
ExplainJSPriestResurrect2	使一位倒下的同伴復活，\n並大量回復HP的魔法。
ExplainJSPriestCureAll2	以神聖光輝籠罩所有同伴，\n大量回復HP的魔法。
ExplainJSThiefTrap	在自己面前設下陷阱．使發動攻擊的敵人\n反而受到傷害的技能。
ExplainJSThiefStealItem	從敵人身上得到HP香蕉或MP糖果。\n偷竊的技能，有時候會失敗。
ExplainJSThiefHighJump	有時會躲避敵人攻擊的自動發動技能。\n不過無法躲避魔法。
ExplainJSThiefCreep	偷偷靠近敵人背後，攻其不備，\n使敵人受到大傷害的攻擊技能。
ExplainJSThiefLargeTrap	在大家面前設下陷阱．使發動攻擊的敵人\n反而受到傷害的技能。
ExplainJSThiefDagger	動得像風一樣迅速，\n多次斬擊敵人的攻擊技能。
ExplainJSThiefDagger2	動作猶如幻影！一而再再而三地\n斬擊敵人的攻擊技能。
ExplainJSThiefRock	從敵人頭上降下岩石雨，\n使其受到傷害的攻擊技能。
ExplainJSIdolEncore	呼叫一位同伴，使其再次\n行動，代替自己戰鬥的技能！
ExplainJSIdolFunService	以元氣滿滿的歌曲\n使所有同伴回復MP的技能。
ExplainJSIdolLoveCall	讓大家忘我的技能，會一時\n提升與自己的喜歡等級。
ExplainJSIdolConcert	為敵人唱歌的技能。敵人\n因情緒高漲而無法行動一次。
ExplainJSIdolHowling	以大音量攻擊敵人，同伴也會\n稍微受到傷害的危險攻擊技能。
ExplainJSIdolDance	以華麗舞蹈讓自己情緒高漲，\n回復HP的時髦技能。
ExplainJSIdolAngelSong	或許能以優美的歌聲讓倒下的\n同伴復活？奇蹟一樣的技能。
ExplainJSIdolHowling2	以轟隆巨響使敵人受到大傷害，\n同伴也會受到傷害的超危險攻擊。
ExplainJSIdolLoveAndPeace	祈求和平的想法使一位同伴的\n火冒三丈消除，是很了不起的技能。
ExplainJSVampireCurse	受到來自敵人的攻擊時，也會讓對方\n受到傷害的自動發動技能。
ExplainJSVampireRevive	有時即使倒下也會復活的\n自動發動技能。
ExplainJSVampireEat	吸敵人的血，使其受到傷害，還會\n回復自己的HP，是一舉兩得的技能。
ExplainJSVampireZombify	把甦醒的力量\n也分給同伴的技能。
ExplainJSVampireBatRose	派出一群蝙蝠攻擊一隻敵人，\n使其受到傷害的攻擊魔法。
ExplainJSVampireBreath	吹出有毒氣體，使所有敵人\n受到傷害的攻擊技能。
ExplainJSVampireBreath2	吹出寒冷氣體，使所有敵人\n凍僵的攻擊技能。
ExplainJSVampireBreath3	吹出灼熱氣體，使所有敵人\n燃燒的強力攻擊技能。
ExplainJSCookCooking	以當場做好的料理\n使一位同伴HP回復的技能。
ExplainJSCookSpicy	吃了激辣料理的同伴\n會噴出火焰來攻擊的技能。
ExplainJSCookBakedBanana	在同伴要吃HP香蕉時，\n自動發動以提升效果的技能。
ExplainJSCookHeating	以強力加熱後的熱平底鍋\n敲擊一隻敵人的攻擊技能。
ExplainJSCookBanquet	以滿滿的料理回復全員HP的\n技能，需要花一些時間。
ExplainJSCookCooking2	替一位同伴製作美味料理，\n使其HP大量回復的技能。
ExplainJSCookSpicyAll	集體吃下激辣料理，\n以強勁火焰攻擊所有敵人的技能。
ExplainJSCookCooking3	替一位同伴製作豪華料理，\n使其HP巨量回復的技能。
ExplainJSCookCookMonster	將一隻敵人做成料理的\n可怕技能，有時也會失敗。
ExplainJSTankDefense	以厚實的裝甲加強防守，\n減少傷害的自動發動技能。
ExplainJSTankWildShot	連續發射炮彈進行多次攻擊的\n技能。要小心射到同伴。
ExplainJSTankHumanCannon	將同伴當成炮彈，攻擊一隻敵人的\n攻擊技能，不要模仿喔。
ExplainJSTankBeam	朝敵人發射高能量光線，\n使全體受到傷害的攻擊技能。
ExplainJSTankRepair	修理自己故障的地方，使HP\n回復的技能，需要花一些時間。
ExplainJSTankHeatShot	朝敵人發射三發\n巨大能量彈的攻擊技能。
ExplainJSTankBeam2	以超能量光線引起大爆炸，\n使所有敵人受到大傷害的攻擊技能。
ExplainJSDevilWhisper	說一些天花亂墜的事，\n使一隻敵人心不在焉的技能。
ExplainJSDevilJokeFork	以影子叉子刺穿一隻敵人的\n攻擊魔法。
ExplainJSDevilPickHip	輕戳同伴，使其代替自己\n攻擊一隻敵人的技能。
ExplainJSDevilMagicDrain	從一隻敵人那裡吸取精神物質，\n回復MP的技能。
ExplainJSDevilSeduce	動搖同伴心智，\n使其變成興奮狀態的技能。
ExplainJSDevilEnergyDrain	從一隻敵人那裡吸取生命力，\n回復HP的技能。
ExplainJSDevilPunishFork	以影子叉子刺穿一隻敵人和\n其兩側敵人的攻擊魔法。
ExplainJSDevilDeathWhisper	把敵人拉進地獄的可怕技能。\n運氣不好的敵人一下子就不見了。
ExplainJSDevilGrindFork	以影子叉子反覆將敵人\n刺穿的凶惡攻擊魔法。
ExplainJSRoyaltyDance	連敵人也不自覺跳起舞的優雅技能。\n跳舞的敵人將無法行動一次。
ExplainJSRoyaltyWave	以強風斬擊\n一隻敵人的攻擊魔法。
ExplainJSRoyaltyEscort	只要呼叫一聲「來人啊！」\n同伴就會帶著你躲避的自動發動技能。
ExplainJSRoyaltyTeatime	在悠閒的片刻時光，\n回復自己和對方MP的魔法。
ExplainJSRoyaltyCologne	朝所有敵人施放身心舒緩的香氣，\n可能會讓聞到的敵人心不在焉的技能。
ExplainJSRoyaltyDoubleWave	以強風連續斬擊\n敵人兩次的攻擊魔法。
ExplainJSRoyaltyBlind	使自己無法看見令自己神智不清的\n敵人行動的自動發動技能。
ExplainJSRoyaltyWaveAll	做出巨大的風輪襲捲所有敵人\n並斬擊的攻擊魔法。
ExplainJSFlowerFlower	以花的香氣使一位同伴\n回復HP的魔法。
ExplainJSFlowerLifeDew	使一位倒下的同伴\n恢復生命的回復魔法。
ExplainJSFlowerWhistle	以笛音讓所有神智不清的同伴\n恢復正常的回復魔法。
ExplainJSFlowerFan	引起一陣強勁的風，\n刮向一隻敵人的攻擊魔法。
ExplainJSFlowerFlowerPark	給所有同伴花的力量。\n回復HP的魔法。
ExplainJSFlowerFlower2	以花的生命力使一位同伴\n大量回復HP的魔法。
ExplainJSFlowerEarthAnger	使一位同伴憤怒的技能。\n大地是會發怒的！
ExplainJSFlowerFlowerPark2	以盛開的花圍繞所有同伴。\n大量回復HP的魔法。
ExplainJSFlowerFanAll	以狂風暴雨\n痛擊所有敵人的攻擊魔法。
ExplainJSScientistBugCrush	使一隻敵人受到傷害的攻擊魔法。\n快點擊潰敵人吧！
ExplainJSScientistCureCode	使一位同伴的HP和MP\n同時回復的科學魔法。
ExplainJSScientistIgnition	在武器上添加可疑的藥物，使同伴的\n攻擊範圍變廣的自動發動技能。
ExplainJSScientistGuardMask	以面具守護同伴，使其保持\n精神正常的自動發動技能。
ExplainJSScientistJetFlask	倒出所有毒藥，使所有敵人\n受到傷害的危險攻擊魔法。
ExplainJSScientistAbsorbent	同伴發動攻擊後，會讓\nHP回復的自動發動技能。
ExplainJSScientistJetFlask2	將一接觸空氣就會爆炸的藥\n朝所有敵人潑灑的超危險攻擊魔法。
ExplainJSScientistBlackHole	產生小型黑洞，使所有敵人\n受到大傷害的攻擊魔法。
ExplainJSCatPunch	朝一隻敵人出拳，使其受到\n傷害的攻擊技能。還挺痛的。
ExplainJSCatFrisk	使一位同伴回復HP的技能。\n嘿，打起精神，喵喵。
ExplainJSCatDoubleScratch	以尖銳爪子抓敵人兩次的\n攻擊技能。左右兩邊一樣痛。
ExplainJSCatPolishNail	將爪子磨好的準備技能。\n下次的攻擊會使敵人受到大傷害！
ExplainJSCatGroom	讓心平靜下來，恢復\n正常的自動發動技能。
ExplainJSCatStealDish	奪取敵人食物的\n偷竊技能，有時會失敗。
ExplainJSCatLick	自我回復HP的技能。\n舔傷口就能治癒，喵。
ExplainJSCatScratchAll	朝所有敵人施放兩次\n爪子斬擊的強力攻擊技能。
ExplainJSElfDanceArrow	瞄準一隻敵人並射擊，中箭的敵人\n可能會跳起舞來的攻擊技能。
ExplainJSElfCureMelody	讓所有同伴回復HP的魔法。\n治癒傷口的柔和音樂。
ExplainJSElfMagicArrow	光之箭紛紛落向一隻敵人及\n其左右兩側的攻擊魔法。
ExplainJSElfForestGrace	在一位同伴面前設立屏障，\n減輕所有傷害的防守魔法。
ExplainJSElfGuardArrow	射擊攻擊同伴的敵人，\n使其受到傷害的自動發動技能。
ExplainJSElfPrayer	使一位同伴回復MP的魔法。\n治癒心靈的森林奇蹟。
ExplainJSElfArrowRain	光之箭紛紛落在敵人頭上。\n使所有敵人受到傷害的攻擊魔法。
ExplainLSAppeal1	想要展現好的一面，所以\n比平常努力！傷害提升。
ExplainLSCover1	保護對方，代替對方承受傷害。\n為了你，我一點都不痛。
ExplainLSRevenge1	對方倒下時會對敵人發動\n復仇的一擊。不可原諒！
ExplainLSHelp1	幫忙對方的行動，\n提升各種效果。
ExplainLSGiveItem1	當對方把回復商品用完時……\n會把自己的給他。
ExplainLSPincer1	配合對方的攻擊，從後方\n襲擊敵人，造成大傷害。
ExplainLSAdvice1	當對方被瞄準時，提醒對方。\n順利的話，能讓對方躲過攻擊。
ExplainLSGetWell1	為在安全地帶休息的對方打氣，\n進一步提升回復效果。
ExplainLSAngerRevive1	當自己倒下，對方也倒下時，\n會再重新站起來。
ExplainLSHeartVoice1	當自己倒下，對方受到致命的\n傷害時，會使對方的HP回復。
ExplainLSPraise1	「看，你打倒牠了！真厲害！」\n很開心，心情很好。
ExplainLSCare1	對方受到傷害時，\n去安慰他。你還好嗎？
ExplainLSShareItem1	當對方把HP香蕉用完時……\n把自己的分一半給他吧。
ExplainLSAppeal2	想要展現更好的一面，\n所以比平常更加努力！
ExplainLSCover2	提升犧牲的機率和效果。\n我一定會守護你的！
ExplainLSRevenge2	復仇的一擊更加強勁。\n絕對不可原諒！
ExplainLSHelp2	提升幫忙的機率和效果。\n我們一起吧！
ExplainLSPincer2	提升夾攻的機率和效果。\n我會從後面攻擊的！
ExplainLSAdvice2	提升因提醒而躲避\n攻擊的機率。危險！
ExplainLSGetWell2	提升探望的機率和效果。\n要快點好起來喔……
ExplainLSAppeal3	要展現出最好的一面！\n我會努力到最後一刻的！
ExplainLSCover3	大大提升犧牲的機率和效果。\n我會拼命守護你的！
ExplainLSRevenge3	復仇的一擊變得超強勁。\n不可原諒不可原諒不可原諒！
ExplainLSHelp3	大大提升幫忙的機率和效果。\n我們一起加油吧！
ExplainLSPincer3	大大提升夾攻的機率和效果。\n我會從後面全力攻擊的！
ExplainLSGetWell3	大大提升探望的機率和效果。\n要好起來喔，我一直在為你祈禱。
ExplainHLSStreetRide1	又走又跑的，很辛苦吧？\n偶爾讓你騎到馬背上吧。
ExplainHLSStreetRide2	想要騎得更久嗎？\n想要兩人一起騎嗎？沒問題！
ExplainHLSCheek1	怎麼了？MP不夠嗎？\n嘿！打起精神來！蹭蹭。
ExplainHLSCheek2	提升蹭蹭臉頰的機率和效果。\n讓活力更加充沛吧！蹭蹭。
ExplainHLSCheek3	大大提升蹭蹭臉頰的機率和效果。\n蹭蹭、蹭蹭，活力滿滿！
ExplainHLSNeigh1	哎呀，變得神智不清了……\n恢復正常吧！嘶嘶！
ExplainHLSNeigh2	提升嘶鳴的機率。\n聽聽這個叫聲吧！嘶嘶！
ExplainHLSNeigh3	大大提升嘶鳴的機率。\n帶著心願，嘶嘶、嘶嘶！
ExplainHLSSleep1	一起在安全地帶休息。\n會比平常回復更多喔。
ExplainHLSSleep2	提升靠著睡的機率和效果。\n可以再靠近一點喔！
ExplainHLSSleep3	大大提升靠著睡的機率和效果。\n嘿，這樣很溫暖吧？
ExplainHLSRiding1	騎到馬背上，一起發動攻擊。\n有可能比平常造成更大的傷害！
ExplainHLSRiding2	騎馬攻擊變得更強！\n雖然有點可怕，但我會加油的！
ExplainHLSRiding3	最強的騎馬攻擊！\n只要在一起，就無所畏懼！
ExplainHLSBreath1	從鼻子噴出氣息\n使所有敵人受到傷害。噴！
ExplainHLSBreath2	鼻息變得更強！\n寫成「噴氣」不是看起來更厲害嗎？
ExplainHLSBreath3	最強的鼻息！超越馬的極限！\n就像是龍一樣吧？
ExplainHLSJob	很厲害的技能！效果由職業決定。\n「隨意行動」時無法使用，請注意。
sound.msbt
Bgm000	大家的旅館
Bgm001	開動了！
Bgm002	大家的個人檔案
Bgm003	換裝吧
Bgm004	收藏
Bgm005	迷托邦的Mii們
Bgm006	增加Mii
Bgm007	旅館事件
Bgm008	我正在看著喔
Bgm009	我想跟你和好
Bgm010	收到禮物好開心
Bgm011	在旅館健身
Bgm012	買到了！
Bgm013	不小心就買了……
Bgm014	感冒了
Bgm015	感冒好了
Bgm016	感冒還好嗎？
Bgm017	有點累了
Bgm018	要轉輪盤嗎？
Bgm019	輪盤　轉到了什麼？
Bgm020	輪盤　太棒了！！
Bgm021	輪盤　開心！
Bgm022	輪盤　還不錯！
Bgm023	輪盤　嗯？
Bgm024	猜拳決勝負！
Bgm025	傍晚的旅館
Bgm026	沉浸在度假的心情中
Bgm027	從目錄訂購
Bgm028	大家來露營！
Bgm029	露營結束了！
Bgm030	向流星許願
Bgm031	挑戰問答遊戲！
Bgm032	問答遊戲　那我要問囉
Bgm033	問答遊戲　知道答案嗎？
Bgm034	問答遊戲　最後一題！
Bgm035	問答遊戲　恭喜！
Bgm036	問答遊戲　可惜了
Bgm037	旅行大叔
Bgm038	探險家的浪漫
Bgm039	想看amiibo～
Bgm040	請享用！
Bgm041	東西送到了！
Bgm042	衝進旅館吧！
Bgm043	回去的路上，步履蹣跚
Bgm044	請選擇Mii
Bgm045	可以分配角色給喜歡的Mii
Bgm046	最初鎮
Bgm047	最初城
Bgm048	隔壁之鎮
Bgm049	精靈村
Bgm050	火山洞穴
Bgm051	旅人鎮
Bgm052	鎮上有麻煩了……
Bgm053	喜歡
Bgm054	喜歡Ⅱ
Bgm055	喜歡Ⅲ
Bgm056	喜歡Ⅳ
Bgm057	喜歡Ⅴ
Bgm058	原諒了
Bgm059	火冒三丈
Bgm060	開場　和平的迷托邦
Bgm061	開場　和平的終結
Bgm062	開場　威脅在逼近
Bgm063	開場　怪物們
Bgm064	開場　一位旅人
Bgm065	開場　什麼啊？
Bgm066	開場　快逃啊！
Bgm067	大魔王的主題
Bgm068	神的主題
Bgm069	授予神力
Bgm070	邁向初次戰鬥
Bgm071	臉回來了！
Bgm072	國王的主題
Bgm073	臉被奪走了
Bgm074	快樂結局
Bgm075	公主的主題
Bgm076	沒落貴族兒子的主題
Bgm077	鄰國王子的主題
Bgm078	大賢者的主題
Bgm079	神燈精靈的主題
Bgm080	大仙子小妹之歌
Bgm081	大仙子二姐之歌
Bgm082	大仙子大姐之歌
Bgm083	大仙子三姐妹之歌
Bgm084	大仙子的舞蹈
Bgm085	龍的主題
Bgm086	超魔王的主題
Bgm087	飛吧！龍騎士
Bgm088	一定要幫忙喔！
Bgm089	超魔王真正的樣子
Bgm090	魔王的詛咒永不止息
Bgm091	過去　悲傷感
Bgm092	過去　詛咒誕生
Bgm093	魔王的詛咒末了
Bgm094	拯救魔王的詛咒
Bgm095	結局　神的聲音
Bgm096	結局　同伴們
Bgm097	結局　獲救的世界
Bgm098	阻擋去路的門
Bgm099	門，開吧！
Bgm100	新同伴
Bgm101	別墅　開幕
Bgm102	初次　最初國
Bgm103	初次　惡夢塔
Bgm104	初次　隔壁之沙漠
Bgm105	初次　精靈森林
Bgm106	初次　火山
Bgm107	初次　雪山國
Bgm108	初次　神奇國
Bgm109	初次　雲國
Bgm110	初次　超級摩天大樓
Bgm111	初次　加拉巴斯島
Bgm112	地圖　最初國
Bgm113	地圖　隔壁之國
Bgm114	地圖　精靈國
Bgm115	地圖　火山
Bgm116	地圖　大魔王城
Bgm117	地圖　雪山國
Bgm118	地圖　神奇國
Bgm119	地圖　雲國
Bgm120	地圖　超級摩天大樓
Bgm121	地圖　魔空間
Bgm122	地圖　加拉巴斯島
Bgm123	地圖　霓虹市
Bgm124	地圖　可疑場所
Bgm125	地圖　可怕場所
Bgm126	地圖　迷托邦
Bgm127	關卡　恬靜平原
Bgm128	關卡　可疑森林
Bgm129	關卡　洞窟
Bgm130	關卡　國境山
Bgm131	關卡　望城高台
Bgm132	關卡　惡夢塔
Bgm133	關卡　隔壁之沙漠
Bgm134	關卡　潮濕道路
Bgm135	關卡　地下迷宮
Bgm136	關卡　金字塔
Bgm137	關卡　蓮花湖
Bgm138	關卡　精靈森林
Bgm139	關卡　大樹森林
Bgm140	關卡　往火山的道路
Bgm141	關卡　火山
Bgm142	關卡　火山山頂
Bgm143	關卡　大魔王城
Bgm144	關卡　冰大地
Bgm145	關卡　冰洞窟
Bgm146	關卡　暴風雪山
Bgm147	關卡　神奇國
Bgm148	關卡　陰森道路
Bgm149	關卡　鬼屋
Bgm150	關卡　雲國
Bgm151	關卡　潔淨工廠
Bgm152	關卡　可疑工廠
Bgm153	關卡　超級摩天大樓
Bgm154	關卡　超魔王廳房
Bgm155	關卡　魔空間
Bgm156	關卡　加拉巴斯島
Bgm157	關卡　山間濕地
Bgm158	關卡　霓虹市
Bgm159	戰鬥前　可怕的敵人
Bgm160	戰鬥前　是什麼樣的敵人？
Bgm161	戰鬥前　鼓起勇氣
Bgm162	戰鬥前　莫大的災難
Bgm163	戰鬥開始　是敵人！
Bgm164	戰鬥開始　走吧！
Bgm165	戰鬥開始　一定要贏！
Bgm166	戰鬥　最初國
Bgm167	戰鬥　隔壁之國
Bgm168	戰鬥　精靈國
Bgm169	戰鬥　火山
Bgm170	戰鬥　雪山國
Bgm171	戰鬥　神奇國
Bgm172	戰鬥　雲國
Bgm173	戰鬥　超級摩天大樓
Bgm174	戰鬥　加拉巴斯島
Bgm175	戰鬥　霓虹市
Bgm176	戰鬥　有機會！
Bgm177	決戰！　Boss
Bgm178	決戰！　BossⅡ
Bgm179	決戰！　BossⅢ
Bgm180	決戰！　大魔王
Bgm181	決戰！　真正的大魔王
Bgm182	決戰！　超魔王的左手
Bgm183	決戰！　超魔王的右手
Bgm184	決戰！　真超魔王
Bgm185	決戰！　真超魔王完全體
Bgm186	贏了！
Bgm187	輸了
Bgm188	結束戰鬥
Bgm189	升級！
Bgm190	學會技能了！
Bgm191	標題　最初國
Bgm192	標題　隔壁之國
Bgm193	標題　精靈國
Bgm194	標題　火山
Bgm195	標題　大魔王城
Bgm196	標題　雪山國
Bgm197	標題　神奇國
Bgm198	標題　雲國
Bgm199	標題　超級摩天大樓
Bgm200	標題　魔空間
Bgm201	標題　加拉巴斯島
Bgm202	標題　霓虹市
Bgm203	標題　迷托邦
Bgm204	約會　購物
Bgm205	約會　美術館
Bgm206	約會　牧場
Bgm207	約會　夜景
Bgm208	約會　釣魚
Bgm209	約會　公園
Bgm210	約會　咖啡廳
Bgm211	約會　卡拉OK 1
Bgm212	約會　卡拉OK 2
Bgm213	約會　卡拉OK 3
Bgm214	約會　海邊狂歡
Bgm215	約會　海邊優遊
Bgm216	約會　電影　上映中1
Bgm217	約會　電影　上映中2
Bgm218	約會　電影　要開始了
Bgm219	約會　電影　動作
Bgm220	約會　電影　緊張
Bgm221	約會　電影　啊啊！
Bgm222	約會　電影　推理
Bgm223	約會　電影　很長
Bgm224	約會　電影　太長了
Bgm225	約會　電影　懸疑
Bgm226	約會　電影　結束了
Bgm227	約會　植物園
Bgm228	約會　料理教室
Bgm229	約會　圖書館
Bgm230	馬廄　與馬生活
Bgm231	化妝
Bgm232	假髮
Bgm233	馬廄　有什麼新鮮事呢？
Bgm234	馬廄　好好吃！
Bgm235	馬廄　心情很好！
Bgm236	馬廄　很悲傷
Bgm237	馬廄　受打擊
Bgm238	馬廄　興致高昂～！
Bgm239	馬　相遇
Bgm240	馬　拯救
Bgm241	馬　失望
Bgm242	約會　一起外出
Bgm243	約會　健身房
Bgm244	約會　健身房　槓鈴
Bgm245	約會　健身房　燃燒鬥志！
Bgm246	派對
stable_event.msbt
stableMeal00_00	這是胡蘿蔔～
stableMeal00_01	吃吧。
stableMeal00_02	{[1900]}吃得津津有味。
stableMeal00_03	好像不太好吃。
stableMeal00_04	好吃得不可置信！
stableSleep00_00	{[1900]}，\n你想睡了嗎？
stableSleep00_01	我也好想睡啊。
stableSleep00_02	{[1900]}\n好溫暖啊～
stableSleep00_04	{[0300|01cd]}……
stableSleep00_05	好突然！？
stableWhich00_01	登登～
stableWhich00_02	你要吃哪個？
stableWhich00_03	我也不客氣了。
stableWhich00_04	連我的份\n都吃掉了。
stableWhich00_05	我是胡蘿蔔啊？
stableTalk00_00	咦？
stableGreet00_00	{[1900]}，\n早安～
stableGreet00_01	真有朝氣啊～
stablePresent00_00	登登～
stableClean00_00	{[0300|00cd]}正在打掃。
stableClean00_01	{[1900]}在旁打氣！
stableClean00_02	有幹勁了！
stableClean00_03	變得越來越乾淨了！
stableClean00_04	嗯？
stableClean00_05	發現胡蘿蔔！
stableClean00_06	給你～
stableClean00_07	{[0300|00cd]}帶著睡意在打掃。
stableClean00_08	睡著了……
stableMakeover00_00	真閒～
stableMakeover00_01	好，來改變\n形象好了！
stableMakeover00_02	等我一下。
stableMakeover00_03	久等了！
stableMakeover00_04	怎麼樣？
StableTogether00_00	啊。
StableTogether00_01	我先去吃飯。
StableTogether00_02	{[1900]}看起來有點寂寞。
StableTogether00_03	我回來了～
StableTogether00_04	一起吃\n甜點吧。
StableClean03_00	{[0300|00cd]}正在打掃。
StableClean03_01	喂喂喂，\n不要擋路。
StableClean03_02	{[0300|00cd]}繼續打掃。
StableClean03_03	真拿你沒辦法～
StableTalk01_00	{[0300|00cd]}在聽\n{[1900]}說話。
StableTalk01_01	嗯嗯。
StableTalk01_02	喔喔。
StableTalk01_03	是這樣嗎！？
StableTalk01_04	{[0300|00cd]}\n沒事吧？
StableMood00_00	{[1900]}，\n我說啊……
StableMood00_01	{[0e00|01cd0000]}你心情不好嗎？
StableMood00_02	要吃點心嗎？
StabgleCare00_00	開始照顧！
StabgleCare00_01	嗚喔喔喔！
StabgleCare00_02	是點心喔～
StabgleCare00_03	嗚喔喔喔！！
StabgleCare00_04	刷刷……
StabgleCare00_05	嗚喔喔喔！！！
StableFeeling00_00	吃點心的\n時間到囉～
StableFeeling00_01	要給哪一個呢？
StableFeeling00_02	胡蘿蔔
StableFeeling00_03	蘋果
StableFeeling00_04	{[1900]}吃得津津有味！
StableFeeling00_05	{[1900]}似乎不想吃。
StableBrushing00_00	要幫你\n刷毛囉～
StableBrushing00_01	好，完成了！
StableBrushing00_02	{[1900]}好像很滿足。
StableBrushing00_03	{[1900]}睡著了。
StableMassage00_00	{[0300|00cd]}正在幫\n{[1900]}按摩。
StableMassage00_01	身體好硬啊～
StableMassage00_02	{[1900]}好像很舒服。
StableDrink00_00	{[1900]}，\n來喝水吧～
StableDrink00_01	哇！
StableDrink00_02	濕透了……
StableDrink00_03	真是的！
StableLost00_00	要幫你\n刷毛囉～
StableLost00_01	咦？\n刷子不見了。
StableLost00_02	嗯？
StableLost00_03	找到了！
StableCheck00_00	有好好\n吃飯嗎？
StableCheck00_01	我看看。
StableCheck00_02	飼料盤空空如也。
StableCheck00_03	裡面還有飼料。
StableCheck00_04	你吃了\n很多呢！
StableCheck00_05	吃不完啊……
StableHypnosis00_00	我要施展\n催眠術了。
StableHypnosis00_01	咦！？
StableHypnosis00_02	{[0300|00cd]}\n會變得想睡～
StableHypnosis00_03	呼～
StableHypnosis00_04	變得想睡～
StableHypnosis00_05	啊！
StableHypnosis00_06	是夢啊……
StableTrivia00_00	嗯嗯。
StableTrivia00_01	「馬的年紀，\n看牙齒就知道。」
StableTrivia00_02	原來如此～
StableTrivia00_03	{[0e00|01cd0000]}{[1900]}，\n你幾歲了？
StableTrivia00_04	嗯嗯。
StableTrivia00_05	「馬喜歡在沙土上打滾。」
StableTrivia00_06	{[0e00|01cd0000]}怎樣在\n沙土上打滾啊？
StableTrivia00_07	哇！
StableTrivia00_08	{[0e00|01cd0000]}這就是\n在沙土上打滾嗎～？
StableTrivia00_09	嗯嗯。
StableTrivia00_10	「馬可以站著睡覺。」
StableTrivia00_12	不知道我\n是否也可以？
demo_1_4_JoinHorse_00	決定好\n你的名字了。
demo_1_4_JoinHorse_01	就叫{[1900]}吧！
demo_1_4_JoinHorse_02	多多指教囉，\n{[1900]}！
staff_roll.msbt
StaffRoll_Cast_King	{[0f02|1e0043006100730074006c006500300030005f004b0069006e00670030003000]}
