BestScore\BestScore.msbt
BestScore_Title	最高得分
TermsPP\Terms.msbt
TermsPP_Terms_Text	Pokémon Friends 使用條款\n    \n\n誠摯感謝您使用 Pokémon Friends。The Pokémon Company及其子公司（以下統稱為「本公司」）希望您能夠享受本服務。利用本服務的客戶應適用本使用條款（以下稱「本條款」）以及本服務的隱私權政策（以下稱「本隱私權政策」）。適用範圍包括但不限於您如何使用在本服務內可使用的所有資訊、圖像、圖表、升級以及其他內容、功能及服務。於您開始使用本服務時，視為同意本條款及本隱私權政策。您在所居住之國家或地區為未成年人時，您應確認法定代理人已確認本條款及本隱私權政策，並以此為條件同意您使用本服務。如果您或法定代理人不同意本條款，則無法使用本服務。\n\n第1條 定義等\n本條款中使用的用語具有以下含意。\n1.「用戶」是指使用本服務的您。\n2.「本服務」是指透過智慧型裝置與Nintendo Switch™專用Pokémon Friends應用程式、官方網站等，經由網路所提供之服務。\n3.「支付業者」是指本公司就本服務用於支付處理的平臺業者。\n4.「官方網站」是指本服務的官方網站。\n5.「虛擬內容」是指在本服務內以無償或有償方式取得之商品及服務的統稱，包括但不限於特定規格、功能及道具。\n6.「智慧型裝置版」是指智慧型裝置專用的Pokémon Friends應用程式\n    \n第2條 未成年人\n未成年用戶（包含限制行為能力人及無行為能力人）只有在法定代理人依本條款及本隱私權政策同意其使用本服務的情況下，方可使用本服務。另外，只有法定代理人同意購買虛擬內容時，方可購買虛擬內容。\n\n第3條 本條款的範圍等\n本公司所隨時制定的與本服務有關的使用方法、規則以及其他規定，無論其名稱為何，均構成本條款的一部分。\n\n第4條 本服務內的內容\n本服務內的內容不具有金錢價值，不能交換為法定貨幣或本服務外的有價物等。本服務內的內容，是為在本服務內使用，而以限定的、個人的、可撤銷的、不可轉讓的以及不可進行再授權的方式向用戶提供之內容。用戶對於本服務內的內容，並不持有權利及所有權等財產權，不得以本公司明確不認可的方式轉讓或轉賣。本公司確認用戶違反本條款時，有權隨時自行決定終止用戶使用本服務內的內容的授權。\n\n第5條 智慧型裝置版的對價\n1.智慧型裝置版可無償開始使用，但本公司可能同意用戶可使用現實貨幣以購買智慧型裝置版內的虛擬內容。包括虛擬內容在內之智慧型裝置版的部分功能，如未經購買可能無法使用。本公司將隨時自行決定是否提供用戶可無償、以折扣價格或於取得其他智慧型裝置版虛擬內容時之附贈內容方式，取得特定智慧型裝置版虛擬內容之機會。為避免疑義，無償內容不構成法律上「已購買之物」。\n2.用戶僅限於本公司自行決定所同意之數量及次數內，且限於用戶私人使用之目的，始能購買智慧型裝置版虛擬內容。本公司可隨時變更智慧型裝置版虛擬內容的對價及其使用。\n3.用戶應按照支付業者另行規定的支付條件支付智慧型裝置版虛擬內容的對價。\n4.用戶同意不撤銷智慧型裝置版虛擬內容之請款，或主張該請款無效，亦不對本公司進行欺詐行為。如果用戶的信用卡拒絕支付其帳戶請求的金額，本公司有權刪除用戶過去已取得的智慧型裝置版虛擬內容，且停止用戶存取其他所有智慧型裝置版虛擬內容。\n{[011a]}5.智慧型裝置版虛擬內容不具有金錢價值，不能交換為法定貨幣或本服務外的有價物等。經由智慧型裝置版所取得的虛擬內容，是為在本服務內使用，而以限定的、個人的、可撤銷的、不可轉讓的以及不可進行再授權的方式提供予用戶。用戶對於本服務內的智慧型裝置版虛擬內容，並不持有權利及所有權等財產權，不得以本公司明確不認可的方式轉讓或轉賣智慧型裝置版虛擬內容。本公司有權隨時自行決定終止用戶使用智慧型裝置版虛擬內容的授權。\n6.用戶與支付業者間就使用費用的支付發生糾紛時，用戶應承擔責任解決該糾紛。本公司在應適用法令所允許的最大限度內，對該糾紛不負責任。為回收未付款需要採取法律手段時，用戶同意向本公司償還本公司為回收未付款所承擔的全部費用（包括律師費及其他法律費用）。\n\n第6條 退貨・退款政策\n1.除依應適用法令另有規定外，對於購買智慧型裝置版虛擬內容時用戶支付的對價均不能退款。如果用戶的帳戶被關閉，無論該關閉是否是自行做出的，用戶均同意不向本公司要求金錢或其他對價的返還。\n2.雖依用戶居住國家／地區的不同，可能存在認可撤銷用戶購買的猶豫期間等另有適用的法律權利，但本條並不構成限制當地法令所賦予關於購買虛擬內容的用戶的退貨、撤銷、退款權。本公司進行退款後，得刪除以該筆退款款項所購買之虛擬內容。\n\n第7條 本服務及本條款的變更\n1.本公司有權不經向用戶預告，隨時變更智慧型裝置版內容（包括智慧型裝置版虛擬內容）。另外，用戶為繼續使用本服務，有時須安裝智慧型裝置版應用程式的更新版。本公司就未更新至最新版之智慧型裝置版應用程式，不負繼續提供協助或更新之義務。\n2.本公司可根據需要自行變更本條款的內容。\n3.本公司變更本條款時，將會在本服務內或官方網站上刊登。本條款的變更，在本服務或官方網站上刊登時生效。只要繼續使用本服務，就視為用戶同意該變更。\n\n第8條 關於複數裝置之使用\n用戶無法使用同一帳號，同時從複數裝置使用本服務。\n\n第9條 不同裝置之資料繼受\n用戶可透過設定智慧型裝置版內使用於資料繼受的繼受ID以及密碼，進行資料之繼受。但於特定情形（包括但不限於自iOS移轉至Android，以及自Android移轉至iOS）下，在繼受後，用戶如不重新購買繼受前於舊裝置上所購買的智慧型裝置版虛擬內容，則可能無法使用繼受之資料。關於須重新購買智慧型裝置版虛擬內容的詳細說明，請參本服務的支援網頁（https://www.apppokemon.com/gate/） 。此外，如無繼受ID以及密碼，將無法進行資料繼受，因此請用戶自行留存繼受ID及密碼，並保管於安全的處所。請注意本公司就此等資訊之遺失或失竊不負任何責任。\n\n第10條 個人資訊的保護\n關於對於用戶經由本服務向本公司提供的個人資訊，本公司將依本隱私權政策進行處理。本公司認為有必要時，可隨時更新本隱私權政策。\n\n第11條 與使用有關的責任\n1.用戶應自行承擔責任使用本服務。如用戶允許第三人使用自己的帳戶，即同意該第三人關於本服務所為之行為（包括但不限於購買虛擬內容）將視為用戶自己的行為。\n2.本公司不向用戶保證本服務無瑕疵或漏洞等，並自行決定是否進行該瑕疵或漏洞等的修補。\n3.關於本服務可用於所有設備以及其他本服務的內容，本公司不向用戶為任何保證。\n4.因用戶使用本服務，用戶對本公司或他人造成損害時，用戶應自行承擔責任和費用賠償該損害。\n5.本服務有時會包括本公司以外第三人網站等連結等。本公司對該網站等的內容不負任何責任。\n6.本公司以用戶提供的資訊為前提，提供本服務。因該資訊有誤導致用戶發生損害時，本公司概不負責。\n\n第12條 智慧財產權\n用戶對於本服務內的任何內容（包括但不限於與使用本服務有關的用戶資料、匯總資訊以及其他資訊），不取得智慧財產權、請求權以及其他任何權利。另外，禁止於在本服務以外使用本服務的內容。\n\n第13條 本服務的停止、變更、終止等\n1.本公司有權自行裁量，不須向用戶預告，而限制、變更、終止或停止本服務的部分或全部功能或內容等。此外，該限制或變更等包括但不限於調整遊戲平衡、修正程式錯誤、改善畫面。\n2.本公司終止本服務時，可提前30天以上在本服務或官方網站上以刊登相關內容的方式告知用戶。\n3.本公司於發現用戶確實違反本條款、本隱私權政策或用戶應適用之法令時，有權自行裁量，不須向用戶預告，而變更、停止或終止用戶的用戶檔案，以及刪除所有相關的資訊。\n4.即使在前各項情形下，除應適用法令另有要求外，本公司不對用戶承擔任何責任。\n\n第14條 禁止行為\n本公司禁止以下行為。\n1.將用戶本人的繼受ID及密碼提供予他人使用，或使用他人的繼受ID及密碼。\n2.以不正當的方法取得虛擬內容或本服務上的資料。\n3.向他人提供本服務上的資料。\n4.以現金或電子支付等現實貨幣進行虛擬內容或本服務上的資料之買賣（即現金交易），或進行該等買賣的招攬、協助或仲介等行為。\n5.複製本服務上的資料，以及向他人提供該複製物。\n6.侵害本公司或他人的智慧財產權以及其他權利。該侵害行為包括但不限於根據本服務內的內容或其一部分創作衍生性著作物的行為，或複製、散布、公開或者公開演出本服務內的內容或其一部分的行為。\n7.為不受本條款約束的第三人的利益利用本服務。該行為包括外部委託、服務單位或分時協定的使用。\n8.利用未經許可的第三人軟體或其他技術方法（自動程式、Mod、駭客攻擊和指令檔等）篡改本服務的應用程式等。\n9.侵入運營本服務的伺服器。\n10.使運營本服務的伺服器可能產生錯誤操作、漏洞或其他故障的行為。\n11.在多個裝置上過度且不必要地安裝本服務的應用程式。\n12.開發不正當的程式、工具、應用程式以及其他無論名稱為何，以非法利用本服務為目的的程式等。另外，向他人提供或使他人利用此等程式等之行為。\n13.對本服務上的資料進行改變（包括篡改資料）、修改、改編、製作衍生性著作物、反編譯、反彙編或逆向工程或與此類似的行為。\n14.使他人進行上述各項行為，或協助他人進行上述行為。\n15.他人在進行上述各項行為時給予輔助或使之易於實施的行為。\n16.本公司已通知用戶，或在本服務或官方網站上公布的禁止行為。\n17.除上述行為外，妨礙本服務的運營的所有行為。\n18.企圖規避本服務內本公司所設限制（包括但不限於依用戶居住地區等之限制）的所有行為。\n19.其他本公司為營運本服務而認為不適當的所有行為。\n\n第15條 賠償\n用戶同意，對於因用戶利用本服務而引起的或與之相關的所有請求、費用、損害、損失、責任或者經費（包括律師報酬等費用），賠償本公司及其所有執行董事、董事、監察人、股東、員工、代理人、資訊提供者、相關人員、授權人及被授權人（以下稱「相關當事人」），並對此予以防禦及免責。用戶應盡最大的努力，協助本公司不遭受任何請求。對於用戶提出的賠償以外的所有事項，本公司保留可以獨佔性防禦和控制的權利。\n\n第16條 免責條款\n1.用戶同意，本服務以「現狀」提供，不一定在所有的機器和裝置上或任何情況下運行。本公司在應適用法令所允許的最大限度內，無論明示、默示或依法律明文規定，排除一切保證，包括但不限於默示的保證、義務，或對商品性、符合特定目的的適格性、操作的準確性或完整性、結果、巧妙的操作性，不存在病毒、不存在過失等相關內容。此外，關於本服務，也不對權益、記述內容的符合性或不存在侵害行為進行保證。\n2.在應適用法令所允許的最大限度內，本公司及相關當事人對於本服務，在契約法、過失、無過失責任以及其他法理論上，因數據的損失或不準確性、替代商品、服務或技術的採購成本，或因用戶利用本服務所引起的某種形式相關的任何特殊損害、意外損害、間接損害，或者衍生性損害等（包括資訊的損失、人體損傷、隱私權的侵害，或者因過失引起的損失）等，除因本公司或相關當事人的故意或重大過失所致情形外，本公司不承擔任何責任。\n3.本公司對用戶根據應適用法令應負損害賠償責任時，其責任範圍僅限於用戶直接產生的通常損害，不包括所失利益或其他特殊損害。並且，除因本公司或相關當事人的故意或重大過失所致情形外，該合計損害額，以用戶就本服務向本公司支付的使用費用的合計額或100日元中較高一方為限。但該上限額的限制依應適用法令認定為無效時，不在此限。\n\n第17條 準據法及訴訟管轄\n1.本條款依日本法進行解釋。\n2.本公司與用戶之間的糾紛，以東京地方法院作為第一審的專屬合意管轄法院。\n\n第18條 對第三人網站的連結\n在使用本服務時，本服務有時會提供本公司、關係企業，或其它第三人所管理的其他網站等連結。如果用戶從本服務移至其他網站等，本條款將不再適用，用戶應遵守該連結網站的條款及隱私權政策。\n\n第19條 用戶的意見等\n本公司為用戶提供對本服務提供意見的機會。於回答本公司的提問和請求等，或向本公司報告與本服務有關的錯誤、故障時，用戶同意該意見有關的權利（包括日本著作權法第27條及第28條規定的權利）歸屬於本公司。\n\n附則\n\n依您所居住之國家或地區所適用之補充規定\n依您所居住之國家或地區，可能另適用補充規定。如您居住於韓國，請確認本條款之韓文版。\n\n\n更新日：2025年7月22日
Tutorial\FirstTutorial.msbt
welcome	製作布偶需要線團。\n將纏得亂亂的線解開，\n就可以獲得線團。\n\n首先來按下「解解看」試試吧。
welcome_Next	OK
Onestroke_FirstClear_01	解開了題目，\n也鬆解了頭腦和纏得亂亂的線。\n線團完成了！
Onestroke_FirstClear_01_Next	OK
Onestroke_FirstClear_02	把線團放入「布偶機」，\n就可以製作布偶。\n\n現在就把獲得的線團\n放進「布偶機」吧！
Onestroke_FirstClear_02_Next	OK
NuiPikachu_Create_01	第一個布偶完成了！\n\n從「解解看」解開題目，獲得線團，\n製作大量的布偶吧！
NuiPikachu_Create_01_OK	OK
NuiRoom_First	在「布偶房」可以將做好的布偶和家具\n自由地擺放、裝飾。\n\n現在就把皮卡丘的布偶\n放進去看看吧。
NuiRoom_First_OK	OK
NuiRoom_LetPut	按下「放布偶」選擇布偶後，\n觸碰想放布偶的地方，\n布偶就會出現在房間中。
NuiRoom_LetPut_OK	OK
NuiRoom_FirstPut	放得很好呢！\n\n接下來也繼續收集布偶和家具，\n讓房間越來越熱鬧吧！
NuiRoom_FirstPut_OK	OK
NuiRoom_Update01	按下右側的「換房間」，\n就可以在新房間放更多的布偶。
NuiRoom_Update01_OK	OK
NuiRoom_Update02	按下「換壁紙」，\n就可以更換房間的壁紙和地板的主題。\n試著配合房間主題擺放布偶吧。
NuiRoom_Update02_OK	OK
NuiRoom_Move01	擺放在房間裡的布偶和家具\n可以抓起來自由移動。
NuiRoom_Move01_OK	OK
NuiRoom_Move02	選擇房間裡的布偶後，\n布偶上方就會出現按鍵。\n長按這個按鍵就可以改變布偶的方向。
NuiRoom_Move02_OK	OK
NuiRoom_Delete	選擇想從布偶房裡\n收拾起來的布偶和家具吧。\n\n把布偶或家具移動到「收拾」，\n也可以將它收拾起來。
NuiRoom_Delete_OK	OK
NuiRoom_Rewind	長按「回到稍前」，\n就可以將移動過的布偶或家具\n還原到稍早之前的狀態。\n放錯時，就來試試看吧。
NuiRoom_Rewind_OK	OK
NuiRoom_HideUI	按下「隱藏按鍵」，\n就可以藏起畫面上的按鍵。\n\n拍攝畫面時，就來試試看吧。
NuiRoom_HideUI_OK	OK
Calender_Stamp	在月曆上記錄成功解開題目的日子吧。\n\n請在今天的日期蓋上圖章。
Calender_Stamp_OK	OK
Calender_Enable	可以開啟\n「月曆」和「最高得分」了。\n\n確認看看在至今解開的題目\n有留下哪些紀錄吧。
Calender_Enable_OK	OK
Onestroke_FirstClear_03	看來你越來越熟悉\n該如何解開纏得亂亂的線了。\n\n再挑戰一次「一筆連連皮卡丘」吧！
Onestroke_FirstClear_03_Next	OK
Onestroke_FirstClear_04	比第一次解題時還要更熟練了呢！
Onestroke_FirstClear_04_Next	OK
Onestroke_SecondClear_01	把這次獲得的電電線團\n放進布偶機吧！
Onestroke_SecondClear_01_OK	OK
NuiPikachu_Creat_02	成功製作出另一個皮卡丘了呢。\n\n思巧鎮好像有很多人都想要擁有布偶。\n透過「友誼任務」聽聽大家的「願望」吧！
NuiPikachu_Create_02_OK	OK
Mission_FirstClear_01	你製作的布偶讓小鎮的居民\n綻放出笑容了呢！\n\n有時透過實現「願望」，\n將能獲得新的家具。
Mission_FirstClear_01_Next	下一步
Mission_FirstClear_02	實現思巧鎮居民的願望，\n就會讓「友誼等級」逐漸提升，\n進而可以聽到更多人的願望。\n\n讓思巧鎮變得越來越熱鬧吧！
Mission_FirstClear_02_OK	OK
Catalog_First	在「型錄」可以詳細確認\n至今製作過的布偶。\n\n此外，曾經做過一次的布偶，\n之後就可以使用2個線團製作。
Catalog_First_OK	OK
Calender_First	在「月曆」可以解一解\n與當天解過的題目內容相同的題目。\n\n每天解一解題目，\n在月曆天天蓋上圖章吧！
Calender_First_OK	OK
BestScore_First	在「最高得分」可以確認\n至今解過的題目所留下的紀錄。\n\n正確又快速地解開題目，提升等級吧。
BestScore_First_OK	OK
Mission_Map_First	在思巧鎮的地圖上會顯示\n「願望」實現後的朋友們的笑臉。\n幫助大家實現「願望」，讓地圖越來越熱鬧吧。
Mission_Map_First_OK	OK
StaminaBonus	「解解看」1天可以遊玩1次。\n\n作為特別體驗，一開始可以遊玩2次。\n試著挑戰「解解看」吧！
StaminaBonus_OK	OK
DLC_First	已追加了「{[0114]}」。\n解開追加的題目，獲得新布偶吧。
DLC_First_OK	OK
DLC_First_Basic_Stamina	可以從選項限制\n每天能夠「解解看」的次數。
DLC_First_Basic_Stamina_OK	OK
Home_First_Birthday	生日快樂！\n請收下線團作為生日禮物！
Home_First_Birthday_OK	OK
Home_Every_Birthday	生日快樂！
Home_Every_Birthday_OK	OK
Home_Disentangle_Zero	今天能夠「解解看」的次數已為0次。\n\n購買「歡樂暢玩包」，\n就能夠每天不限次數遊玩「解解看」。\n若希望購買，請前往商店。
Home_Disentangle_Zero_OK	OK
