CHAPTER/chapter01_ev
C01_EV1000_00010_ENZO	老婆……\n艾德……！艾德娜……
SK_DETAIL_DE10_32	[BTN:LS_ROT ]+[ICON:KICK ]。\n像畫出弧線一樣左右橫掃尾巴。
SK_DETAIL_DE10_33	[BTN:LS_ROT ]+[ICON:SHOT ]。\n朝四面八方猛力地射出荊棘。
SK_NAME_WP10_11	純潔搖籃
SK_NAME_WP10_12	曇花一現
SK_NAME_WP10_14	甜美穿刺
SK_NAME_WP10_21	旁枝新芽
SK_NAME_WP10_22	荷葉邊新芽
SK_NAME_WP10_23	扭曲的愛
SK_NAME_WP10_33	纏繞之心
SK_NAME_WP10_25	玫瑰密碼
SK_NAME_WP10_31	大馬士革迷香
SK_NAME_WP10_32	玫瑰狂的妒嫉
SK_NAME_WP10_24	根基新芽
SK_NAME_WP10_34	玫瑰果擊倒
SK_NAME_WP10_41	束縛之鞭
SK_NAME_WP10_43	狂野棘刺
SK_NAME_WP10_44	堅硬棘刺
SK_NAME_WP10_91	旋轉舞孃
SK_NAME_WP10_92	侵蝕的愛
SK_DETAIL_WP10_11	[BTN:LS_U ]+快速按下2次[KC:B_AVOID ]。\n惡魔變裝技能。\n使地面四處布滿荊棘\n並快速移動。
SK_DETAIL_WP10_12	在空中按住[ICON:JUMP ]。\n在空中讓腳邊綻放花朵。\n一定時間內可以當成踏腳處。
SK_DETAIL_WP10_14	[BTN:LS_U ]+快速按下2次[KC:B_DEFENSE ]。\n惡魔變裝技能。\n衝刺後用尾巴給予強力一擊。
SK_DETAIL_WP10_21	按住[KC:B_DEFENSE ]時[BTN:LS_D ]+[ICON:PUNCH ]。\n用手臂的鞭子擊飛敵人。
SK_DETAIL_WP10_22	按住[KC:B_DEFENSE ]時[BTN:LS_D ]+[ICON:KICK ]。\n用腳上的鞭子擊飛敵人。
SK_DETAIL_WP10_23	按住[KC:B_DEFENSE ]時[BTN:LS_U ]+[ICON:PUNCH ]，\n或[BTN:LS_U ][BTN:LS_U ]+[ICON:PUNCH ]。\n如螺旋般伸出手臂的鞭子。\n可連續攻擊。
SK_DETAIL_WP10_33	按住[KC:B_DEFENSE ]時[BTN:LS_U ]+[ICON:KICK ]，\n或[BTN:LS_U ][BTN:LS_U ]+[ICON:KICK ]。\n如螺旋般伸出腳上的鞭子。\n可連續攻擊。
SK_DETAIL_WP10_25	[BTN:LS_ROT ]+[ICON:KICK ]。\n惡魔變裝技能。\n從身體朝四面八方\n伸出荊棘來攻擊。
SK_DETAIL_WP10_31	[ICON:JUMP ]後立刻按下[ICON:PUNCH ]。\n惡魔變裝技能。\n讓荊棘像鑽頭一樣\n在旋轉的同時上升。
SK_DETAIL_WP10_32	[BTN:LS_D ][BTN:LS_U ]+[ICON:PUNCH ]。\n惡魔變裝技能。\n從手臂伸出荊棘來猛烈攻擊。
SK_DETAIL_WP10_24	[ICON:JUMP ]後立刻按下[ICON:KICK ]。\n朝空中上踢的招式。\n\n在空中[BTN:LS_U ]+[ICON:KICK ]。\n朝地面施展猛烈踢擊。\n若長按則能在攻擊命中後\n繼續衝刺。
SK_DETAIL_WP10_34	[BTN:LS_D ][BTN:LS_U ]+[ICON:KICK ]。\n惡魔變裝技能。\n扭曲身體，\n用從腳伸出的荊棘猛擊。
SK_DETAIL_WP10_41	按住[ICON:PUNCH ]或[ICON:KICK ]。\n用鞭子纏住敵人後，\n拉近的同時砸向地面。\n對大型敵人無效，\n但只要攻其不備就能成功纏住。
SK_DETAIL_WP10_43	[BTN:LS_ROT ]+[ICON:SHOT ]。\n向四面八方快速射出荊棘。\n可用[BTN:LS ]改變射擊方向。\n若長按則能連射。
SK_DETAIL_WP10_44	長按[ICON:SHOT ]後放開[ICON:SHOT ]。\n可以發射較大且堅硬的刺。
SK_DETAIL_WP10_91	[BTN:LS_ROT ]+[ICON:PUNCH ]。\n惡魔變裝技能。\n快速旋轉的同時，\n揮舞雙手的鞭子。\n可以推動[BTN:LS ]來移動。
SK_DETAIL_WP10_92	[BTN:L3 ]+[BTN:R3 ]。\n惡魔變裝技能。\n吸收自己提煉的毒藥，\n讓身體充滿瘴氣後，\n瘋狂產生荊棘\n橫掃周圍的敵人
SK_NAME_DE11_11	鑽石·大顎
SK_NAME_DE11_12	提升「忍耐」的效果1
SK_NAME_DE11_13	提升「忍耐」的效果2
SK_NAME_DE11_21	縞瑪瑙·獵逃
SK_NAME_DE11_22	尖晶石·旋轉
SK_NAME_DE11_23	黑曜石·海灘
SK_NAME_DE11_31	綠柱石·離岸流
SK_NAME_DE11_32	黑玉·灑水器
SK_NAME_DE11_33	黑珍珠·降雨
SK_DETAIL_DE11_11	[KC:B_DEFENSE ]。\n先沒入地面後，從敵人的\n腳邊下方突襲而出。\n以其大口吞食敵人。
SK_DETAIL_DE11_12	受到敵人攻擊時，\n變得較不容易後仰。
SK_DETAIL_DE11_13	受到敵人攻擊時，\n變得較不容易後仰。
SK_DETAIL_DE11_21	[BTN:LS_D ][BTN:LS_U ]+[ICON:PUNCH ]。\n揮舞有船錨的觸手前進，\n同時朝正面下劈。
SK_DETAIL_DE11_22	[BTN:LS_ROT ]+[ICON:PUNCH ]。\n揮舞有船錨的觸手，\n猛力旋轉的同時向上躍起。
SK_DETAIL_DE11_23	[BTN:LS_D ][BTN:LS_U ]+[ICON:SHOT ]。\n從架好的觸手\n發射能夠橫掃敵人的墨汁射線。
SK_DETAIL_DE11_31	[BTN:LS_D ][BTN:LS_U ]+[ICON:KICK ]。\n伸出觸手至遠處敵人的腳邊，\n將敵人擊飛至自身面前\n並發動攻擊。
SK_DETAIL_DE11_32	[BTN:LS_ROT ]+[ICON:KICK ]。\n伸出觸手至遠處敵人的腳邊，\n讓敵人像螺旋槳一樣旋轉，\n並發動數次攻擊。
SK_DETAIL_DE11_33	[BTN:LS_ROT ]+[ICON:SHOT ]。\n向上躍起後，\n朝正下方猛力發射墨汁，\n同時滯留於空中的招式。\n可按下[BTN:LS ]移動。
SK_NAME_WP11_11	黑色綠洲
SK_NAME_WP11_12	浮標
SK_NAME_WP11_14	斯維爾德魯普
SK_NAME_WP11_21	鰤魚起錨
SK_NAME_WP11_22	鰹魚平掃
SK_NAME_WP11_23	鱒魚踏步
SK_NAME_WP11_33	魚雷波浪
SK_NAME_WP11_91	黑色入水
SK_NAME_WP11_31	搖曳禮服
SK_NAME_WP11_32	毛刷巨浪
SK_NAME_WP11_24	狗魚飛踢
SK_NAME_WP11_34	觸手礁湖
SK_NAME_WP11_41	遠投
SK_NAME_WP11_42	大漩渦
SK_NAME_WP11_43	魚叉
SK_NAME_WP11_25	海鰻淺灘
SK_NAME_WP11_92	卡里普索的遊樂園
SK_DETAIL_WP11_11	[BTN:LS_U ]+快速按下2次[KC:B_AVOID ]。\n惡魔變裝技能。\n操控觸手，如游泳般\n於地面高速移動。
SK_DETAIL_WP11_12	在空中按住[ICON:JUMP ]。\n惡魔變裝技能。\n朝地面發射墨汁，\n一定時間內可以滯留在空中。\n此外可以推動[BTN:LS ]\n來維持一定高度移動。
SK_DETAIL_WP11_14	[BTN:LS_U ]+快速按下2次[KC:B_DEFENSE ]。\n惡魔變裝技能。\n變裝後衝刺，\n用後腳踢飛撞上的敵人。
SK_DETAIL_WP11_21	按住[KC:B_DEFENSE ]時[BTN:LS_D ]+[ICON:PUNCH ]。\n揮舞船錨，\n並將敵人擊向空中。
SK_DETAIL_WP11_22	按住[KC:B_DEFENSE ]時[BTN:LS_D ]+[ICON:KICK ]。\n揮舞船錨的同時\n高高跳起。
SK_DETAIL_WP11_23	按住[KC:B_DEFENSE ]時[BTN:LS_U ]+[ICON:PUNCH ]，\n或[BTN:LS_U ][BTN:LS_U ]+[ICON:PUNCH ]。\n向前方大幅踏步後，\n揮舞船錨。
SK_DETAIL_WP11_33	按住[KC:B_DEFENSE ]時[BTN:LS_U ]+[ICON:KICK ]，\n或[BTN:LS_U ][BTN:LS_U ]+[ICON:KICK ]。\n惡魔變裝技能。\n潛入地面的同時滑行，\n施展猛烈踢擊。\n接著轉身以觸手追擊。
SK_DETAIL_WP11_91	[BTN:LS_ROT ]+[ICON:KICK ]。\n惡魔變裝技能。\n扭轉身軀向上躍起，\n同時揮舞觸手攻擊。\n最後華麗入水。
SK_DETAIL_WP11_31	[ICON:JUMP ]後立刻按下[ICON:PUNCH ]。\n惡魔變裝技能。\n將觸手如群擺般展開，\n旋轉上升的同時攻擊周圍的敵人。
SK_DETAIL_WP11_32	[BTN:LS_D ][BTN:LS_U ]+[ICON:PUNCH ]。\n惡魔變裝技能。\n使用觸手向正前方\n連續施展猛烈的刺擊。\n若連按則能增加攻擊次數。
SK_DETAIL_WP11_24	[ICON:JUMP ]後立刻按下[ICON:KICK ]。\n朝空中上踢的招式。\n\n在空中[BTN:LS_U ]+[ICON:KICK ]。\n朝地面施展猛烈踢擊。\n若長按則能在攻擊命中後\n繼續衝刺。
SK_DETAIL_WP11_34	[BTN:LS_D ][BTN:LS_U ]+[ICON:KICK ]。\n惡魔變裝技能。\n伸出觸手至遠處敵人的腳邊，\n並施展鞭打。
SK_DETAIL_WP11_41	按住[ICON:PUNCH ]或[ICON:KICK ]。\n延伸攻擊時射出船錨的距離，\n可攻擊較遠的敵人。
SK_DETAIL_WP11_42	[BTN:LS_ROT ]+[ICON:SHOT ]。\n惡魔變裝技能。\n翩翩起舞的同時，\n揮舞觸手大範圍地噴灑墨汁。
SK_DETAIL_WP11_43	長按[ICON:SHOT ]後放開[ICON:SHOT ]。\n像魚叉一樣發射船錨的前端。
SK_DETAIL_WP11_25	[BTN:LS_ROT ]+[ICON:PUNCH ]。\n揮舞並旋轉船錨。\n若長按則能延長效果時間。\n可以推動[BTN:LS ]來移動。
SK_DETAIL_WP11_92	[BTN:L3 ]+[BTN:R3 ]。\n惡魔變裝技能。\n將周圍化作一片漆黑海洋。\n自己潛入其中，\n並從海面伸出觸手\n施展無數次突襲攻擊。
SK_NAME_DE12_11	Shall We Dance?
SK_NAME_DE12_12	跳舞時回復體力1
SK_NAME_DE12_13	跳舞時回復體力2
SK_NAME_DE12_21	讓我開心一下吧。
SK_NAME_DE12_22	準備好受死了嗎？
SK_NAME_DE12_23	連本帶利。
SK_NAME_DE12_31	玩笑別開過頭了。
SK_NAME_DE12_32	來大鬧一場吧。
SK_NAME_DE12_33	好戲才正要開始。
SK_DETAIL_DE12_11	[KC:B_DEFENSE ]。\n與蓓優妮塔跳雙人舞，\n橫掃周圍的敵人。\n可以推動[BTN:LS ]來移動。
SK_DETAIL_DE12_12	發動「Shall We Dance?」時回復體力。
SK_DETAIL_DE12_13	發動「Shall We Dance?」時回復體力。
SK_DETAIL_DE12_21	[BTN:LS_D ][BTN:LS_U ]+[ICON:PUNCH ]。\n快速縮短距離\n揮出強力的拳擊。\n若長按則能提升招式的威力。
SK_DETAIL_DE12_22	[BTN:LS_ROT ]+[ICON:PUNCH ]。\n利用旋轉的力道\n施展強力的金臂勾後揮出上勾拳。\n若長按則能增加攻擊次數。
SK_DETAIL_DE12_23	[BTN:LS_D ][BTN:LS_U ]+[ICON:SHOT ]。\n在周圍展開屏障。\n擋下對手攻擊的同時，\n屏障破裂並擊飛敵人。
SK_DETAIL_DE12_31	[BTN:LS_D ][BTN:LS_U ]+[ICON:KICK ]。\n透過重踏地面，\n產生大範圍的重力場。\n若長按則能提升招式的威力。
SK_DETAIL_DE12_32	[BTN:LS_ROT ]+[ICON:KICK ]。\n使出迴旋踢並朝斜上方上升。\n若長按則能增加攻擊次數。
SK_DETAIL_DE12_33	[BTN:LS_ROT ]+[ICON:SHOT ]。\n往正上方跳躍，\n並朝下方掃射雷射。
SK_NAME_WP12_11	永劫之風
SK_NAME_WP12_12	幽玄之翼
SK_NAME_WP12_14	天翔一閃
SK_NAME_WP12_21	充滿憎恨的雙鐮
SK_NAME_WP12_22	大天使的洗禮
SK_NAME_WP12_23	烙印苦痛的齒輪
SK_NAME_WP12_24	大弩俊腳
SK_NAME_WP12_25	大天使的聖體
SK_NAME_WP12_31	穿天正拳
SK_NAME_WP12_32	極其自傲的六把刀
SK_NAME_WP12_33	大天使的堅定信仰
SK_NAME_WP12_34	權天使的懺悔
SK_NAME_WP12_41	發揮本領
SK_NAME_WP12_42	災禍一瞥
SK_NAME_WP12_43	下級天使的福音
SK_NAME_WP12_91	剝奪進化的魔劍
SK_NAME_WP12_92	萬魔殿之門
SK_DETAIL_WP12_11	[BTN:LS_U ]+快速按下2次[KC:B_AVOID ]。\n惡魔變裝技能。\n使用惡魔羅丹的翅膀，\n風馳電掣地高速移動。
SK_DETAIL_WP12_12	在空中按住[BTN:B ]。\n惡魔變裝技能。\n揮動巨大翅膀滯留空中並緩緩下降。
SK_DETAIL_WP12_14	[BTN:LS_U ]+快速按下2次[KC:B_DEFENSE ]。\n惡魔變裝技能。\n變裝後衝刺，朝撞上的敵人\n施展強烈的踢擊。
SK_DETAIL_WP12_21	按住[KC:B_DEFENSE ]時[BTN:LS_D ]+[ICON:PUNCH ]。\n躍起的同時揮舞雙鐮，\n將敵人擊飛至空中。
SK_DETAIL_WP12_22	按住[KC:B_DEFENSE ]時[BTN:LS_D ]+[ICON:KICK ]。\n用雙劍將前方的敵人\n斬飛至空中。
SK_DETAIL_WP12_23	按住[KC:B_DEFENSE ]時[BTN:LS_U ]+[ICON:PUNCH ]，\n或[BTN:LS_U ][BTN:LS_U ]+[ICON:PUNCH ]。\n向前方踢出兩個車輪輾過敵人。
SK_DETAIL_WP12_24	[ICON:JUMP ]後立刻按下[ICON:KICK ]。\n惡魔變裝技能。\n朝空中向上踢擊。
SK_DETAIL_WP12_25	[BTN:LS_ROT ]+[ICON:KICK ]。\n原地旋轉槍朝周圍攻擊。\n最後將槍刺進地面，\n以衝擊力擊飛對手。
SK_DETAIL_WP12_31	[ICON:JUMP ]後立刻按下[ICON:PUNCH ]。\n惡魔變裝技能。\n朝正上方上升的同時施展上勾拳。
SK_DETAIL_WP12_32	[BTN:LS_D ][BTN:LS_U ]+[ICON:PUNCH ]。\n原地躍起，用6把刀朝地面\n發射無數斬擊。
SK_DETAIL_WP12_33	按住[KC:B_DEFENSE ]時[BTN:LS_U ]+[ICON:KICK ]或\n[BTN:LS_U ][BTN:LS_U ]+[ICON:KICK ]在空中[BTN:LS_U ]+[ICON:KICK ]。\n向前方伸出盾牌，\n發射衝擊波擊飛敵人。
SK_DETAIL_WP12_34	[BTN:LS_D ][BTN:LS_U ]+[ICON:KICK ]。\n將劍刺進地面，劍尖會從\n遠處敵人的腳邊射出並突刺。
SK_DETAIL_WP12_41	長按[ICON:PUNCH ]後放開[ICON:PUNCH ]。\n注入力量讓武器變巨大，\n提升威力。
SK_DETAIL_WP12_42	[BTN:LS_ROT ]+[ICON:SHOT ]。\n惡魔變裝技能。\n從眼睛發射光束掃射周圍敵人。\n若長按則能延長效果時間。
SK_DETAIL_WP12_43	長按[ICON:SHOT ]後放開[ICON:SHOT ]。\n發射提升威力的箭矢。
SK_DETAIL_WP12_91	[BTN:LS_ROT ]+[ICON:PUNCH ]。\n揮舞像鞭子一樣的軟劍朝周圍攻擊，\n最後擊飛前方的對手。
SK_DETAIL_WP12_92	[BTN:L3 ]+[BTN:R3 ]。\n惡魔變裝技能。\n自由自在地使用天使的武器\n朝周圍發動攻擊。\n最後於地面召喚出\n無數武器來葬送對手。\n發動招式時可用[BTN:LS ]來移動。
SK_NAME_WP21_11	豹變身
SK_NAME_WP21_12	烏鴉變身
SK_NAME_WP21_13	暗影長矛
SK_NAME_WP21_14	山刀羽翼
SK_NAME_WP21_21	後燃器噴射踢
SK_NAME_WP21_22	滿月踢擊
SK_NAME_WP21_23	高跟滑踢
SK_NAME_WP21_24	高跟踐踏
SK_NAME_WP21_25	高跟龍捲風
SK_NAME_WP21_31	上升槍擊
SK_NAME_WP21_32	魔女打擊
SK_NAME_WP21_33	突刺
SK_NAME_WP21_34	魔女螺旋
SK_NAME_WP21_41	全自動
SK_NAME_WP21_42	子彈高潮
SK_NAME_WP21_43	蓄力子彈
SK_NAME_WP21_91	鐵山靠
SK_DETAIL_WP21_11	[BTN:LS_U ]+快速按下2次[KC:B_AVOID ]。\n變身豹迅速奔馳的法術。
SK_DETAIL_WP21_12	在空中按住[ICON:JUMP ]。\n變身烏鴉滑翔移動的法術。
SK_DETAIL_WP21_13	[BTN:LS_U ]+快速按下2次[KC:B_DEFENSE ]。\n變身烏鴉向前衝刺的法術。
SK_DETAIL_WP21_14	烏鴉變身時按下[ICON:SHOT ]或[ICON:KICK ]。\n在身體四周散開\n如刀一般鋒利的羽毛。\n再次按下按鍵可發射羽毛。
SK_DETAIL_WP21_21	[ICON:JUMP ]後立刻按下[ICON:KICK ]。\n朝空中上踢的招式。\n\n在空中[BTN:LS_U ]+[ICON:KICK ]。\n朝地面施展猛烈踢擊。\n若長按則能在攻擊命中後\n繼續衝刺。
SK_DETAIL_WP21_22	按住[KC:B_DEFENSE ]時[BTN:LS_D ]+[ICON:KICK ]。\n空翻的同時向上踢擊。\n若長按則能在高速旋轉時\n以槍掃射。
SK_DETAIL_WP21_23	按住[KC:B_DEFENSE ]時[BTN:LS_U ]+[ICON:KICK ]，\n或[BTN:LS_U ][BTN:LS_U ]+[ICON:KICK ]。\n一口氣滑向敵人，使出踢擊。\n若長按則能以槍追擊敵人。
SK_DETAIL_WP21_24	[BTN:LS_D ][BTN:LS_U ]+[ICON:KICK ]。\n召喚魔人之足，\n用力踐踏敵人。
SK_DETAIL_WP21_25	[BTN:LS_ROT ]+[ICON:KICK ]。\n原地旋轉，用槍掃射四方，\n同時施展踢技來攻擊周圍的敵人。\n可以推動[BTN:LS ]來移動。
SK_DETAIL_WP21_31	按住[KC:B_DEFENSE ]時[BTN:LS_D ]+[ICON:PUNCH ]。\n用上勾拳將敵人擊至空中。\n若長按則能以槍追擊\n擊飛的敵人。
SK_DETAIL_WP21_32	[ICON:JUMP ]後立刻按下[ICON:PUNCH ]。\n一邊旋轉一邊上升施展拳擊。
SK_DETAIL_WP21_33	按住[KC:B_DEFENSE ]時[BTN:LS_U ]+[ICON:PUNCH ]或[BTN:LS_U ][BTN:LS_U ]+[ICON:PUNCH ]。\n快速撲向敵人，\n給予敵人重擊的打擊技。\n若長按則能以槍追擊。
SK_DETAIL_WP21_34	[BTN:LS_ROT ]+[ICON:PUNCH ]。\n如起舞般旋轉，\n並用四肢上的槍掃射。
SK_DETAIL_WP21_41	按住[ICON:PUNCH ]或[ICON:KICK ]。\n以攻擊結束的姿勢\n發動槍連射追擊。
SK_DETAIL_WP21_42	[BTN:LS_ROT ]+[ICON:SHOT ]。\n以注入魔力的沉重子彈掃射。\n可用[BTN:LS ]改變射擊方向。\n若長按則能連射。
SK_DETAIL_WP21_43	長按[ICON:SHOT ]後放開[ICON:SHOT ]。\n發射強力的子彈。
SK_DETAIL_WP21_91	[BTN:LS_D ][BTN:LS_U ]+[ICON:PUNCH ]。\n使用背部衝撞的同時，\n施展魔人拳擊。\n若長按則能以槍追擊。
SK_NAME_WP31_11	豹變身
SK_NAME_WP31_12	烏鴉變身
SK_NAME_WP31_13	暗影長矛
SK_NAME_WP31_14	山刀羽翼
SK_NAME_WP31_21	後燃器噴射踢
SK_NAME_WP31_22	滿月踢擊
SK_NAME_WP31_23	高跟滑踢
SK_NAME_WP31_24	高跟踐踏
SK_NAME_WP31_25	高跟龍捲風
SK_NAME_WP31_31	上升槍擊
SK_NAME_WP31_32	魔女打擊
SK_NAME_WP31_33	突刺
SK_NAME_WP31_34	魔女螺旋
SK_NAME_WP31_41	全自動
SK_NAME_WP31_42	子彈高潮
SK_NAME_WP31_43	蓄力子彈
SK_NAME_WP31_91	鐵山靠
SK_DETAIL_WP31_11	[BTN:LS_U ]+快速按下2次[KC:B_AVOID ]。\n變身豹迅速奔馳的法術。
SK_DETAIL_WP31_12	在空中按住[ICON:JUMP ]。\n變身烏鴉滑翔移動的法術。
SK_DETAIL_WP31_13	[BTN:LS_U ]+快速按下2次[KC:B_DEFENSE ]。\n變身烏鴉向前衝刺的法術。
SK_DETAIL_WP31_14	烏鴉變身時按下[ICON:SHOT ]或[ICON:KICK ]。\n在身體四周散開\n如刀一般鋒利的羽毛。\n再次按下按鍵可發射羽毛。
SK_DETAIL_WP31_21	[ICON:JUMP ]後立刻按下[ICON:KICK ]。\n朝空中上踢的招式。\n\n在空中[BTN:LS_U ]+[ICON:KICK ]。\n朝地面施展猛烈踢擊。\n若長按則能在攻擊命中後\n繼續衝刺。
SK_DETAIL_WP31_22	按住[KC:B_DEFENSE ]時[BTN:LS_D ]+[ICON:KICK ]。\n空翻的同時向上踢擊。\n若長按則能在高速旋轉時\n以槍掃射。
SK_DETAIL_WP31_23	按住[KC:B_DEFENSE ]時[BTN:LS_U ]+[ICON:KICK ]，\n或[BTN:LS_U ][BTN:LS_U ]+[ICON:KICK ]。\n一口氣滑向敵人，使出踢擊。\n若長按則能以槍追擊敵人。
SK_DETAIL_WP31_24	[BTN:LS_D ][BTN:LS_U ]+[ICON:KICK ]。\n召喚魔人之足，\n用力地踐踏敵人。
SK_DETAIL_WP31_25	[BTN:LS_ROT ]+[ICON:KICK ]。\n原地旋轉，用槍掃射四方，\n同時施展踢技來攻擊周圍的敵人。\n可以推動[BTN:LS ]來移動。
SK_DETAIL_WP31_31	按住[KC:B_DEFENSE ]時[BTN:LS_D ]+[ICON:PUNCH ]。\n用上勾拳將敵人擊至空中。\n若長按則能以槍追擊\n擊飛的敵人。
SK_DETAIL_WP31_32	[ICON:JUMP ]後立刻按下[ICON:PUNCH ]。\n一邊旋轉一邊上升施展拳擊。
SK_DETAIL_WP31_33	按住[KC:B_DEFENSE ]時[BTN:LS_U ]+[ICON:PUNCH ]或[BTN:LS_U ][BTN:LS_U ]+[ICON:PUNCH ]。\n快速撲向敵人，\n給予敵人重擊的打擊技。\n若長按則能以槍追擊。
SK_DETAIL_WP31_34	[BTN:LS_ROT ]+[ICON:PUNCH ]。\n如起舞般旋轉，\n並用四肢上的槍掃射。
SK_DETAIL_WP31_41	按住[ICON:PUNCH ]或[ICON:KICK ]。\n以攻擊結束的姿勢\n發動槍連射追擊。
SK_DETAIL_WP31_42	[BTN:LS_ROT ]+[ICON:SHOT ]。\n以注入魔力的沉重子彈掃射。\n可用[BTN:LS ]改變射擊方向。\n若長按則能連射。
SK_DETAIL_WP31_43	長按[ICON:SHOT ]後放開[ICON:SHOT ]。\n發射強力的子彈。
SK_DETAIL_WP31_91	[BTN:LS_D ][BTN:LS_U ]+[ICON:PUNCH ]。\n使用背部衝撞的同時，\n施展魔人拳擊。\n若長按則能以槍追擊。
COP_TUTO_NAME_0010_01	護身魔導術
COP_TUTO_NAME_0010_02	單方面反擊吧
COP_TUTO_NAME_0010_03	危機就是轉機
COP_TUTO_NAME_0020_01	惡魔變裝
COP_TUTO_NAME_0020_02	提升攻擊能力
COP_TUTO_NAME_0020_03	魔獸各自的特性
COP_TUTO_NAME_0020_04	提升移動能力
COP_TUTO_NAME_0030_01	開始與結束召喚
COP_TUTO_NAME_0030_02	消耗魔力
COP_TUTO_NAME_0030_03	移動魔獸
COP_TUTO_NAME_0030_04	命令魔獸攻擊
COP_TUTO_NAME_0030_05	緊急解除召喚
COP_TUTO_NAME_0040_01	吞噬死亡者
COP_TUTO_NAME_0040_02	捕獲咬
COP_TUTO_NAME_0050_01	無法壓抑的憤怒
COP_TUTO_NAME_0050_02	失控的魔獸
COP_TUTO_NAME_0050_03	不分敵我撕裂一切
COP_TUTO_NAME_0060_01	共鳴的靈魂
COP_TUTO_NAME_0060_02	發動變裝怒火
COP_TUTO_NAME_1010_01	提升魔女的能力
COP_TUTO_NAME_1010_02	增加體力、魔力上限
COP_TUTO_NAME_1010_03	獲得道具的方法
COP_TUTO_NAME_1010_04	學習招式
COP_TUTO_NAME_1010_05	獲得寶晶的方法
COP_TUTO_NAME_9010_01	推薦技能 其一
COP_TUTO_NAME_9010_02	推薦技能 其二
COP_TUTO_NAME_9010_03	特殊行動 挑釁
COP_TUTO_NAME_9010_04	魔女時間與魔獸的關係
COP_TUTO_NAME_1020_01	調製配方
COP_TUTO_NAME_1020_02	調製道具
COP_TUTO_NAME_1030_01	召喚魔獸的障壁
COP_TUTO_NAME_1040_01	裂口
COP_TUTO_NAME_1050_01	黑暗與暴虐之淑女
COP_TUTO_NAME_1050_02	魅惑之吻
COP_TUTO_NAME_1050_03	蝴蝶振翅
COP_TUTO_NAME_1060_01	魔獸登錄欄位
COP_TUTO_NAME_1060_02	切換魔獸
COP_TUTO_NAME_1060_03	登錄魔獸
COP_TUTO_NAME_1070_01	滑行
COP_TUTO_NAME_1070_02	滑行中的動作
COP_TUTO_NAME_1070_03	滑行中的動作
COP_TUTO_NAME_1080_01	當魔獸無法行動時！
COP_TUTO_NAME_1080_02	危險一擊
COP_TUTO_NAME_1090_01	消失之雲
COP_TUTO_NAME_1100_01	魔女的血淚
COP_TUTO_NAME_1100_02	魔女的使魔
COP_TUTO_NAME_1100_03	蒐集血淚
COP_TUTO_NAME_9020_01	利用敵人的能力
COP_TUTO_NAME_9020_02	控制時間改變狀況
COP_TUTO_NAME_9020_03	注意限制時間
COP_TUTO_NAME_1110_01	光之柱
COP_TUTO_NAME_1130_01	更改裝備
COP_TUTO_NAME_1130_02	格摩拉靈魂依附的巨炮
COP_TUTO_NAME_1130_03	魔閃昇
COP_TUTO_NAME_1150_01	地獄的送貨員
COP_TUTO_NAME_1150_02	接受道具
COP_TUTO_NAME_9030_01	各種設定
COP_TUTO_NAME_9030_02	檢查點
COP_TUTO_NAME_9040_01	訓練
COP_TUTO_NAME_9040_02	這是訓練
COP_TUTO_NAME_9040_03	切換陪練對手
COP_TUTO_NAME_9040_04	無限的道具
COP_TUTO_NAME_9050_01	世界的同位體
COP_TUTO_NAME_1170_01	必然的相遇
COP_TUTO_NAME_1170_02	相同的目的
COP_TUTO_NAME_1170_03	不完整的契約
COP_TUTO_NAME_1180_01	編織灼熱者
COP_TUTO_NAME_1180_02	無視火焰在牆壁上爬行
COP_TUTO_NAME_1180_03	黏稠蛛網
COP_TUTO_NAME_1190_01	借助炎熱的背部
COP_TUTO_NAME_1190_02	基本移動
COP_TUTO_NAME_1190_03	攻擊方法
COP_TUTO_NAME_1190_04	阻止敵人行動
COP_TUTO_NAME_1200_01	疾速奴隸
COP_TUTO_NAME_1200_02	突擊奴隸
COP_TUTO_NAME_1210_01	這個世界的蓓優妮塔
COP_TUTO_NAME_1210_02	重力拉扯
COP_TUTO_NAME_1210_03	懸絲移形
COP_TUTO_NAME_1210_04	絲線纏繞
COP_TUTO_NAME_1220_01	罪·格摩拉
COP_TUTO_NAME_1220_02	巨獸戰鬥
COP_TUTO_NAME_2010_01	失控赤輪
COP_TUTO_NAME_2010_02	發車行駛
COP_TUTO_NAME_2010_03	汽笛
COP_TUTO_NAME_2030_01	魔舞太刀
COP_TUTO_NAME_2030_02	投擲飛鏢
COP_TUTO_NAME_2030_03	召喚小柴貓
COP_TUTO_NAME_2030_04	以刀護身
COP_TUTO_NAME_2030_05	發動魔女時間
COP_TUTO_NAME_2040_01	連擊點數
COP_TUTO_NAME_2040_02	連擊獎勵
COP_TUTO_NAME_2042_01	小柴貓追擊
COP_TUTO_NAME_2042_02	小柴貓反擊
COP_TUTO_NAME_2044_01	奇妙的魔獸
COP_TUTO_NAME_2050_01	蹬牆跳躍
COP_TUTO_NAME_2050_02	把敵人當跳台跳躍
COP_TUTO_NAME_2060_01	狙擊逼近的敵人
COP_TUTO_NAME_2070_01	用泡沫困住狂暴的猴子吧！
COP_TUTO_NAME_3010_01	心血來潮的小柴貓
COP_TUTO_NAME_3010_02	移動與攻擊
COP_TUTO_NAME_3010_03	探測水源
COP_TUTO_NAME_3010_04	挖掘出來
