LayoutMsg\Common_CinemaScope_00.msbt
SubjectMiiName	{[c800|0502010d]}
GroundEdit_Explain_01	现在地面连接，\nMii可以步行从上面通过了。\n\n这么一来，Mii之间就能展开交流！{[0004]}遇到“想连接岛屿”，\n或“土地不够用”等情况时，\n就可以像这样用地面来填海！{[0004]}也就是说，\n通过用地面填海来扩张岛屿……\n\n就可以住下更多的Mii！
TutorialFinal_00	刚才提到了“{color[0000]}结婚{color[ffff]}”和“{color[0000]}同住{color[ffff]}”呢。{[0004]}当Mii结婚，\n或和朋友友谊加深后，\n就会想和对方搬入大房子同住。{[0004]}现在各自独居的Mii们……\n\n如果住在了同一屋檐下，\n会发生怎样的故事呢？{[0004]}引导互相在意的两个Mii增进关系，\n促使他们在同一个家里一起生活……\n\n这种玩法也值得一试！
MiiListFocusLeading_00	{[0501]}，\n能打扰一下吗？{[0004]}拎起Mii让其与他人见面时……\n\n有没有冒出过\n“要找到见面对象好困难！”这样的想法呢？{[0004]}这时候就可以\n在按 {color[0000]}{color[ffff]} 显示的Mii列表中\n选择要见面的对象，\n直接带Mii去见面哦。
IntroduceItemAlbum_00	对了……\n获得的物品\n会登录在“{color[0000]}物品图鉴{color[ffff]}”中。{[0004]}“物品图鉴”就在\n按 {color[0000]} {color[ffff]}显示的菜单中，\n还请偶尔去查看一番。
UgcTextRead_00	刚才的读音正确吗？\n\n按 {color[0000]} {color[ffff]}可以再听一次，\n还可以更改读法。
UgcTextRead_01	如果“读法”有误，\n请在此处输入正确的读法。{[0004]}请输入读音正确的字\n来替代读音错误的字。{[0004]}例如……\n当你希望“朝阳”的“朝”字读作“{color[0000]}zhāo{color[ffff]}”时，\n可以尝试在此输入“{color[0000]}招{color[ffff]}阳”。{[0004]}此外，如果想让字与字之间读起来有停顿，\n可以输入“，”来分隔。{[0004]}在此处输入的“读法”\n仅用于标注读音，\n\n不会作为文字显示。
IslandWord_00	这份“{color[0000]}岛屿词汇{color[ffff]}”中\n积攒着你\n教授给Mii的“话语”。{[0004]}平日里Mii们似乎\n会使用“{color[0000]}岛屿词汇{color[ffff]}”来交谈……{[0004]}用“你的话语”来丰富\n{[021b|00cd]}的语言吧！
IntroduceIslandInfo	祝贺岛上的居民达到了10人。\n\n岛屿类型是\n“{color[0000]}{[021c]}{color[ffff]}”呀……{[0004]}岛屿类型是基于\n{[021b|00cd]}的\n居民性格来判定的。{[0004]}随着Mii增多，岛屿类型也会变化。\n\n最新信息可以在“{color[0000]}岛屿信息{color[ffff]}”中查看。{[0004]}“岛屿信息”中\n还列有“{color[0000]}烦恼消除次数{color[ffff]}”和\n教给Mii的“{color[0000]}岛屿词汇{color[ffff]}”等等……{[0004]}关于{[021b|00cd]}的信息\n应有尽有。\n\n就在按 {color[0000]} {color[ffff]}显示的菜单中，\n还请偶尔去查看一番。
UGCMaking_00	似乎想吃你\n{color[0000]}亲手制作的食物{color[ffff]}呢。\n\n这样的话……
UGCMaking_01	这就来建造“{color[0000]}物品工坊{color[ffff]}”吧！{[0004]}在{color[0000]}物品工坊{color[ffff]}中，\n可以制作原创的\n食品和服装等物品。{[0004]}由你来决定\n放置建筑物的位置。
UGCMaking_03	钱似乎不够啊……\n\n这次就破例\n稍微添一些给你。
UGCMaking_04	Mii吃下了呢！{[0004]}这次制作的是食品，\n向着许愿喷泉祈愿，\n还能制作“服装”“物件”等\n各种各样的物品。{[0004]}多多为Mii制作\n他们可能会喜欢的物品吧！
ExplainUgcTrading	对了，\n如果身边有游玩\n《Tomodachi Life 朋友收集 梦想生活》的人，\n便可以通过本地联机与他们交换\n“{color[0000]}在物品工坊中制作的物品{color[ffff]}”和“{color[0000]}Mii{color[ffff]}”哦。{[0004]}“本地联机”就在\n按 {color[0000]} {color[ffff]}显示的菜单中，\n还请善加利用。
ExplainUgcExterior	获得了漂亮的外观呢！\n\n外观可以在按 {color[0000]} {color[ffff]}显示的住家菜单里的\n“{color[0000]}住家列表{color[ffff]}”中更换。
ItemShop_00	这下可以随时赠送\n手工制作的宝物了。\n\nMii们一定也很高兴！
ItemShopFromLocalNetwork_00	获得了宝物的设计图。\n\n这似乎是在物品工坊制作的。{[0004]}“{color[0000]}{[0501]}的{[0604|00cd]}宝物商店{color[ffff]}”\n售卖在物品工坊制作的宝物，\n来建造它吧！
PawnShop_00	又获得宝物了呢。{[0004]}宝物当然可以\n拿来赠送给Mii……{[0004]}不过，出售后换得的钱\n或许也能派上些用场。{[0004]}……这座岛上\n没有能出售宝物的地方呢。{[0004]}在岛上建造“{color[0000]}当铺{color[ffff]}”吧！\n\n由你来决定位置。
ExplainWordDelete	祝贺“{color[0000]}岛屿词汇{color[ffff]}”\n达到10个！{[0004]}看到Mii们使用自己教授的话语\n会很开心呢。{[0004]}想查看或删除\n累积的“岛屿词汇”时，\n就去“{color[0000]}岛屿信息{color[ffff]}”瞧一瞧吧。{[0004]}“岛屿信息”就在\n按 {color[0000]} {color[ffff]}显示的菜单中。
ExplainWallFloorChange_00	一则值得一听的通知！{[0004]}在此之前，\n家居布置只能整屋更换……\n\n从今往后，\n还可以选择{color[0000]}仅墙壁{color[ffff]}/{color[0000]}仅地板{color[ffff]}来改换！{[0004]}除了能换上由你自己\n{color[0000]}在物品工坊中制作的墙壁和地板{color[ffff]}……{[0004]}还能单独选用\n{color[0000]}家居布置组合中的墙壁和地板{color[ffff]}哦！{[0004]}或许可以试着搭配出人意料的组合，\n来打造个性鲜明的房间呢。
ExplainDollHouseView	房子变大了呢！{[0004]}在按 {color[0000]} {color[ffff]}显示的住家菜单中，\n可以更改“客厅的外观”和\n“家的别称”哦。
ExplainDollHouseMenu	同住后，\n{color[0000]}住家菜单{color[ffff]}中能做的事增加了！{[0004]}在Mii们同住的房子的{color[0000]}住家菜单{color[ffff]}中，\n可以更改“客厅的外观”和\n“家的别称”。
IntroduceMiiMenu_00	Mii们正变得\n越来越时尚呢！{[0004]}对了……\n\n刚才穿在身上的服装，\n现在也还是在Mii手里哦。{[0004]}想让Mii再次穿上时，\n就请打开按 {color[0000]}{color[ffff]} 显示的Mii菜单。
IntroduceMiiMenu_01	只要选择“{color[0000]}换装{color[ffff]}”，\n就可以随心所欲地从给过这个Mii的服装里\n挑选服装为其换装。
ExplainTower	谢谢你每天的照顾！{[0004]}Mii们好像也已经\n开始习惯岛上的生活了。{[0004]}其实，在你没有关注的时候，\n{[021b|00cd]}也发生着\n许许多多的故事。{[0004]}听说Mii之间发生的事情\n会通过新闻播放哦。\n来建造“{color[0000]}新闻播放台{color[ffff]}”吧？
ExplainRestaurant	谢谢你每天的照顾！{[0004]}差不多该有一个\n能让Mii们聚集在一起\n“吃吃饭、聊聊天的场所”了。{[0004]}……那么，\n来为{[021b|00cd]}\n建造“{color[0000]}餐厅{color[ffff]}”吧？
ExplainLeadingRestaurant	气派的餐厅建好了！{[0004]}可以拎起Mii，\n使其进入餐厅。\n\n真想带希望增进关系的Mii\n来这里聊聊天呢。
ExplainMarket	每天都在努力呢！\n今天有一则值得一听的通知。{[0004]}没想到吧？\n可以限时优惠购物的“{color[0000]}市场{color[ffff]}”\n即将开业。{[0004]}这就来建造市场吧。
ExplainPhotoStudio	Mii们活力四射呢！{[0004]}差不多该建造\n“{color[0000]}照相馆{color[ffff]}”了吧？{[0004]}可以让Mii们聚在一起，\n在与平时不同的场景下\n拍摄照片哦！
ExplainFerrisWheel	自从Mii们开始在这座岛上居住，\n已经过去很长时间了。{[0004]}就挑这个时机，\n也算是庆祝{[021b|00cd]}\n至今为止的发展……{[0004]}来建造“{color[0000]}摩天轮{color[ffff]}”吧！
ExplainEndOfFacilityTutorial	{[021b|00cd]}……\n\n岛上各种设施齐备，\n非常气派呢！{[0004]}Mii们也在快乐地度过每一天。{[0004]}从今往后，\n还请让Mii们过得\n更加、更加幸福！
GroupName_GramaticalityAndCount	This setting can be adjusted anytime\nyou're inside the group home by\npressing {color[0000]} {color[ffff]}to bring up the \n住家菜单 menu.
IntroduceNewsLog	觉得Mii新闻怎么样呢？{[0004]}在新闻播放台，\n可以收看往期新闻的重播。{[0004]}往期新闻会从\n最久远的一则开始删除……\n\n但可以{color[0000]}锁定{color[ffff]}不希望被删除的新闻。{[0004]}新闻最多可以保留49则，\n把想再看一次的新闻锁定起来吧。
IntroducePhotoAdd	觉得照相馆怎么样呢？\n\n似乎只要持续花心思照顾Mii，\n目录中的“{color[0000]}背景{color[ffff]}”就会逐渐增加。\n可别漏看建筑物上显示的“{color[0000]}New{color[ffff]}”哦！
IntroduceLove	{[0501]}，\n能打扰一下吗？{[0004]}Mii之间，\n小孩和小孩，大人和大人会恋爱。{[0004]}今后如果又有Mii来找你商量，\n还请给Mii建议哦。
ProgramMsg\Song\SongLyrics.msbt
Humming	<vtml_speed value="400">呼</vtml_speed>
WeddingSong	la
WeddingSong_00_Fix01_01	啊～自{color[0000]}{[021b|00cd]}{color[ffff]}相遇那日起♪
WeddingSong_00_Fix01_02	光彩闪耀　心花怒放每一日♪
WeddingSong_00_Fix01_03	{[0200|00030201]}　{[c800|0902000d]}♪
WeddingSong_00_Fix01_03_Preset	重视健康　{[c800|0902000d]}♪
WeddingSong_00_Fix01_03_Preset_V000	魅力超凡　{[c800|0902000d]}♪
WeddingSong_00_Fix01_03_Preset_V001	大智大勇　{[c800|0902000d]}♪
WeddingSong_00_Fix01_03_Preset_V002	深仁厚泽　{[c800|0902000d]}♪
WeddingSong_00_Fix01_03_Preset_V003	容易被打动　{[c800|0902000d]}♪
WeddingSong_00_Fix01_03_Preset_V004	感恩报德　{[c800|0902000d]}♪
WeddingSong_00_Fix01_03_Preset_V005	光鲜亮丽　{[c800|0902000d]}♪
WeddingSong_00_Fix01_04_01	{[0200|01030201]}　{[c800|0a02000d]}　二人♪
WeddingSong_00_Fix01_04_Preset	喜欢听冷笑话　{[c800|0a02000d]}　二人♪
WeddingSong_00_Fix01_04_Preset_V000	任何时候都一丝不苟　{[c800|0a02000d]}　二人♪
WeddingSong_00_Fix01_04_Preset_V001	从来不逞强　{[c800|0a02000d]}　二人♪
WeddingSong_00_Fix01_04_Preset_V002	常常放飞思绪　{[c800|0a02000d]}　二人♪
WeddingSong_00_Fix01_04_Preset_V003	闻起来香香的　{[c800|0a02000d]}　二人♪
WeddingSong_00_Fix01_04_Preset_V004	受恩不忘　{[c800|0a02000d]}　二人♪
WeddingSong_00_Fix01_04_Preset_V005	不过分惹眼　{[c800|0a02000d]}　二人♪
WeddingSong_00_Fix01_05	前程似锦　未来可期♪
WeddingSong_01_Fix01_01	啊～今日　在{[0501]}眼前♪
WeddingSong_01_Fix01_02	二人迎接这一天♪
WeddingSong_01_Fix01_03	{[0200|00030201]}　{[c800|0902000d]}♪
WeddingSong_01_Fix01_03_Preset	受小孩喜欢　{[c800|0902000d]}♪
WeddingSong_01_Fix01_03_Preset_V000	会看着人的眼睛讲话　{[c800|0902000d]}♪
WeddingSong_01_Fix01_03_Preset_V001	遇事不慌张　{[c800|0902000d]}♪
WeddingSong_01_Fix01_03_Preset_V002	眼里有光　{[c800|0902000d]}♪
WeddingSong_01_Fix01_03_Preset_V003	笑容如花般灿烂　{[c800|0902000d]}♪
WeddingSong_01_Fix01_03_Preset_V004	常处于话题中心　{[c800|0902000d]}♪
WeddingSong_01_Fix01_03_Preset_V005	沉浸在回忆中　{[c800|0902000d]}♪
WeddingSong_01_Fix01_04_01	{[0200|01030201]}　{[c800|0a02000d]}　谱写♪
WeddingSong_01_Fix01_04_Preset	热血领袖　{[c800|0a02000d]}　谱写♪
WeddingSong_01_Fix01_04_Preset_V000	百折不挠　{[c800|0a02000d]}　谱写♪
WeddingSong_01_Fix01_04_Preset_V001	不喊苦喊累　{[c800|0a02000d]}　谱写♪
WeddingSong_01_Fix01_04_Preset_V002	在当地小有名气　{[c800|0a02000d]}　谱写♪
WeddingSong_01_Fix01_04_Preset_V003	爱好格言　{[c800|0a02000d]}　谱写♪
WeddingSong_01_Fix01_04_Preset_V004	鲜少哭泣　{[c800|0a02000d]}　谱写♪
WeddingSong_01_Fix01_04_Preset_V005	{[0200|00010001]}博士　{[c800|0a02000d]}　谱写♪
WeddingSong_01_Fix01_05	爱的语言♪
HappyBirthday_00	祝你生日快乐♪
HappyBirthday_00_Voice	祝你生日快乐
HappyBirthday_01	祝你生日快乐♪
HappyBirthday_01_Voice	祝你生日快乐
HappyBirthday_02	祝你生日快乐♪
HappyBirthday_02_Voice	祝你生日快
HappyBirthday_02_Singular	祝你生日快乐♪
HappyBirthday_02_Singular_Voice	祝你生日快
HappyBirthday_03_Name	祝你生日快乐♪
HappyBirthday_03_Name_Voice	乐
HappyBirthday_03_PlayerName	祝你生日快乐♪
HappyBirthday_03_PlayerName_Voice	乐
HappyBirthday_04	祝你生日快乐♪
HappyBirthday_04_Voice	祝你生日{[060d|01cd]}{[060d|00cd]}快乐
LoveCallSong_00_00	自从来到{[021b|01cd]}♪
LoveCallSong_00_01	你我的命运就交织在一起♪
LoveCallSong_00_02	再也不能分离♪
LoveCallSong_00_03	朝着{[c800|0a010009]}的球框不偏离♪
LoveCallSong_00_04	稳稳地投出这份爱♪
LoveCallSong_01_00	{[c800|0a010009]}还未发现♪
LoveCallSong_01_01	连这一点也很惹人爱怜♪
LoveCallSong_01_02	命中注定的那个人呀♪
LoveCallSong_01_03	就在你的眼前♪
LoveCallSong_01_04	来吧　快快睁开眼♪
LoveCallSong_02_00	纷纷落下的是甜蜜心♪
LoveCallSong_02_01	尖角已被磨平的流星♪
LoveCallSong_02_02	是什么让月亮也失去光芒♪
LoveCallSong_02_03	是{[c800|0a010009]}夺目的光亮♪
LoveCallSong_02_04	愿我能独赏你溢彩的模样♪
GuitarSong_00_00	万分有幸　来到{[021b|00cd]}♪
GuitarSong_00_01	万分有幸　来到{[021b|00cd]}♪
GuitarSong_00_02	{[0200|00030401]}的那人也这么想♪
GuitarSong_00_02_V000	和谁有些像的那人也这么想♪
GuitarSong_00_03	{[0200|01030301]}的那人也这么想♪
GuitarSong_00_03_V000	个性鲜明的那人也这么想♪
GuitarSong_00_04	{[0200|02020201]}　不停歇♪
GuitarSong_00_04_V000	每天不停歇♪
GuitarSong_01_00	有{color[0000]}{[020c|0000]}{color[ffff]}真好♪
GuitarSong_01_01	有{color[0000]}{[020c|0000]}{color[ffff]}真好♪
GuitarSong_01_02	{[0200|00020401]}　很享受♪
GuitarSong_01_02_V000	做什么　都很享受♪
GuitarSong_01_03	{[0200|01020301]}　不要紧♪
GuitarSong_01_03_V000	过于乐观　不要紧♪
GuitarSong_01_04	不让你厌倦　每一天♪
GuitarSong_01_04_V000	{[0200|02030401]}　每一天♪
GuitarSong_02_00	是{[0501]}　真好♪
GuitarSong_02_01	是{[0501]}　真好♪
GuitarSong_02_02	在{[021b|00cd]}的相遇♪
GuitarSong_02_03	在{[021b|00cd]}的日常♪
GuitarSong_02_04	{[0200|00030401]}　乌托邦♪
GuitarSong_02_04_V000	让人移不开眼的乌托邦♪
GuitarSong_03_00	和{[c800|0a010009]}相遇　真好♪
GuitarSong_03_01	和{[c800|0901000a]}相遇　真好♪
GuitarSong_03_02	发起{[0200|00030401]}的　爱的进攻♪
GuitarSong_03_02_V000	发起让人欣喜让人羞的　爱的进攻♪
GuitarSong_03_03	{[0200|01020401]}的　以爱为名的行动☆♪
GuitarSong_03_03_V000	被看透的　以爱为名的行动☆♪
GuitarSong_03_04	{[0200|02030401]}　爱之光线♪
GuitarSong_03_04_V000	瞄准发射　爱之光线♪
GuitarSong_04_00	{[c800|0a010009]}　喜欢你～～～～～♪
GuitarSong_04_01	{[c800|0901000a]}　好喜欢你～～～～♪
GuitarSong_04_02	{[c800|0a010009]}　特别喜欢你～～～～♪
GuitarSong_04_03	{[c800|0901000a]}　超喜欢你～～～♪
GuitarSong_04_04	最最喜欢你～～～♪
GuitarSong_05_00	我们的传说♪
GuitarSong_05_01	{[021b|00cd]}就是　开始的地方♪
GuitarSong_05_02	{[0200|00010001]}　让人欣喜♪
GuitarSong_05_02_V000	{[0210|0000010d00cd]}　让人欣喜♪
GuitarSong_05_03	{[0200|01010301]}　可别拿来♪
GuitarSong_05_03_V000	破铜烂铁　可别拿来♪
GuitarSong_05_04	Yeah　这里是我们的乐园　{[021b|00cd]}♪
GuitarSong_06_00	我们的非凡领袖♪
GuitarSong_06_01	向{[0501]}　排山倒海地致敬♪
GuitarSong_06_02	连{[0200|00000301]}　也只能匍匐在地♪
GuitarSong_06_02_V000	连那个坏家伙　也只能匍匐在地♪
GuitarSong_06_03	比{[0200|01000401]}　还厉害得多♪
GuitarSong_06_03_V000	比世界领袖　还厉害得多♪
GuitarSong_06_04	惊为天人　传奇{[0501]}♪
GuitarSong_07_00	{[c800|0a010009]}！幸福是什么？♪
GuitarSong_07_01	是被{[0200|00010401]}填满吗？♪
GuitarSong_07_01_V000	是被爱填满吗？♪
GuitarSong_07_02	是没有{[0200|01010301]}的世界吗？♪
GuitarSong_07_02_V000	是没有悲伤的世界吗？♪
GuitarSong_07_03	属于{[c804|0900]}的幸福♪
GuitarSong_07_04	要在{[021b|00cd]}找到♪
GuitarSong_08_00	{[c800|0a010009]}！活着是什么？♪
GuitarSong_08_01	能只{[0200|00020401]}该多好♪
GuitarSong_08_01_V000	能只有 Happy 该多好♪
GuitarSong_08_02	也得{[0200|01020301]}的意义是什么？♪
GuitarSong_08_02_V000	还有 Bad 的意义是什么？♪
GuitarSong_08_03	属于{[c804|0900]}的人生♪
GuitarSong_08_04	要在{[021b|00cd]}享受♪
GuitarSong_09_00	{[c800|0a010009]}是心仪之人♪
GuitarSong_09_01	连{[0200|00000201]}　都能胜过♪
GuitarSong_09_01_V000	连那个了不起的人　都能胜过♪
GuitarSong_09_02	比{[0200|01010201]}　更吸引人♪
GuitarSong_09_02_V000	比最新款智能手机　更吸引人♪
GuitarSong_09_03	熊熊燃烧吧　我们的爱♪
GuitarSong_09_04	为我们加油吧　{[0501]}♪
GuitarSong_10_00	只要是和{[c800|0a010009]}一起　Yeah♪
GuitarSong_10_01	{[0200|00020301]}也　不用放心上♪
GuitarSong_10_01_V000	失败也　不用放心上♪
GuitarSong_10_02	连{[0200|01010301]}也　可以反弹♪
GuitarSong_10_02_V000	连导弹也　可以反弹♪
GuitarSong_10_03	我们的爱巢♪
GuitarSong_10_04	要在{[021b|00cd]}建好♪
ProgramMsg\Tips\Tips.msbt
tips000	在这座岛上，\n{color[0000]}时间与你所在的世界同步流逝{color[ffff]}。
tips001	{color[0000]}每天都来领取{color[ffff]}捐款吧。\n喷泉里只能存放一天的钱款。
tips002	输入你和Mii的{color[0000]}生日{color[ffff]}，\n可以增添游玩乐趣。
tips003	关闭软件前记得{color[0000]}保存{color[ffff]}哦。
tips004	在你不游玩软件的时候，Mii们的生活也在继续。\n在此期间，Mii之间的{color[0000]}关系远近{color[ffff]}可能发生变化。
tips005	如果两个陌生的Mii拥有{color[0000]}共同的朋友{color[ffff]}，\n那么这两个Mii就有可能在不知不觉间成为“认识的人”。
tips006	让Mii们进行交流，有可能使Mii们{color[0000]}关系增进{color[ffff]}。\n拎起Mii安排见面是好心还是爱管闲事呢？
tips007	拎起Mii后，瞄准目标再将其放下吧。\n仔细确认目标Mii或物件{color[0000]}是否被标上了白框{color[ffff]}。
tips008	Mii的{color[0000]}性格{color[ffff]}决定家的颜色。\n颜色一共有16种。
tips009	没有什么忘买的东西吧？\n可别看漏显示于商店上方的{color[0000]}NEW标记{color[ffff]}哦。
tips010	随着“居民数量”增加、“岛屿发展”越发蓬勃，\n{color[0000]}捐款金额{color[ffff]}也会增多。
tips011	给情绪低落、正在生气的Mii送些{color[0000]}东西{color[ffff]}？\n还是说，带{color[0000]}人{color[ffff]}去陪伴呢？
tips012	有时烦恼气泡框的颜色会与往常不同，那可能是Mii遇到了{color[0000]}特别的烦恼{color[ffff]}。\n是在为人际关系、恋爱，还是吵架烦恼呢？去听听看Mii怎么说吧。
tips013	Mii之间，{color[0000]}小孩和小孩{color[ffff]}、{color[0000]}大人和大人{color[ffff]}会恋爱。
tips014	随着在{color[0000]}许愿喷泉{color[ffff]}实现愿望的次数增加，\n“Mii能做的事”和“会发生的事情”也会增多。
tips015	在制作仿真Mii时，\n请试着{color[0000]}仔细对照{color[ffff]}本人或其照片来制作吧。
tips016	在制作仿真Mii时，\n{color[0000]}稍稍放大{color[ffff]}人物特征可能是个好方法。
tips017	在制作仿真Mii时，\n各部位除了形状，{color[0000]}大小{color[ffff]}和{color[0000]}位置{color[ffff]}也同样重要。
tips018	如果对照着本人制作，仍觉得做出的Mii不相似，那就试试按{color[0000]}印象{color[ffff]}制作吧？\n比如“温柔”或“总挂着笑脸”之类。
tips019	Mii的脸部和其他设置，之后可以{color[0000]}随时更改{color[ffff]}。
tips020	绘于Mii脸部的{color[0000]}面部彩绘{color[ffff]}\n还可以用于增添“胡子”或“皱纹”。
tips021	也可以将面部彩绘设置为\n{color[0000]}覆盖在眼睛或嘴巴等部位上面{color[ffff]}。
tips022	大家{color[0000]}一起热热闹闹地制作Mii{color[ffff]}也是一件乐事哦。
tips023	建设岛屿时要注意{color[0000]}区分道路和地面{color[ffff]}。\nMii会规规矩矩地沿着道路走。
tips024	在岛上摆放{color[0000]}各式各样的物件{color[ffff]}，\n让Mii们的生活变得丰富多彩吧。
tips025	岛上如果有{color[0000]}5x5格大小的宽敞空地{color[ffff]}，\nMii们就会聚集到那里，或玩耍，或悠闲地消遣时光。
tips026	Mii似乎不擅长应对高低不平的地势，\n下到沙滩上时，必须走{color[0000]}海滩的阶梯{color[ffff]}。
tips027	如果想在岛屿建设中减少陆地面积，\n就用{color[0000]}海{color[ffff]}来覆盖吧。
tips028	在岛屿建设中操作时，\n可通过推动 {color[0000]}{color[ffff]} 来快速移动，按 {color[0000]}{color[ffff]} 来逐格移动。
tips029	随着居民增多，{color[0000]}可以进行岛屿建设的范围{color[ffff]}也会扩展。
tips030	{color[0000]}光标对准某个Mii{color[ffff]}，\n就可以自动追踪那个Mii哦。
tips031	想{color[0000]}重置俯瞰岛屿的方向{color[ffff]}时，\n就按  吧。
tips032	此刻，那个Mii在哪里呢？\n按  打开“{color[0000]}Mii列表{color[ffff]}”就能立刻找到。
tips033	如果{color[0000]}想更改在Mii升级时教授的话语{color[ffff]}，\n请先向Mii搭话，然后按  找到“话语”，查看其中的“口头禅”。
tips034	如果想让Mii再穿戴上之前赠送的服装，\n请先向Mii搭话，然后按  查看“{color[0000]}换装{color[ffff]}”。
tips035	在物品工坊制作的物品可以{color[0000]}随时调整{color[ffff]}。\n一开始请放轻松制作。
tips036	不会画画也没有关系。\n只要在物品工坊随意组合{color[0000]}印章{color[ffff]}，就能制作出些什么。
tips037	物品工坊的印章中也有{color[0000]}什么配料也没有放的蛋糕和披萨{color[ffff]}。\n试着在上面堆放各种配料吧。
tips038	物品工坊的印章中包含\n目前为止{color[0000]}已获得的所有食物{color[ffff]}。
tips039	物品工坊的印章中还包含{color[0000]}居民的脸部{color[ffff]}。
tips040	不知道该在物品工坊中制作什么物品时，试试{color[0000]}在服装上写字{color[ffff]}如何？\n哪怕只有一个汉字，也是一件名副其实的原创T恤哦。
tips041	十分推荐在物品工坊绘画时\n使用{color[0000]}触摸操作{color[ffff]}。
tips042	如果你拥有{color[0000]}Nintendo Switch触控笔{color[ffff]}，\n可以在物品工坊绘画时使用。
tips043	在物品工坊中选择{color[0000]}专家模式{color[ffff]}，\n可以画出无法通过简单模式画成的作品。
tips044	在观察Mii时按住 ，{color[0000]}可以隐藏图标等内容{color[ffff]}。\n请在拍摄屏幕照片时试试看吧。
tips045	获得新“家居布置组合”或“道具”后，\n{color[0000]}可在照相馆选用的背景{color[ffff]}可能会增加。
tips046	拥有{color[0000]}相同道具{color[ffff]}的Mii们似乎会一起玩耍。
tips047	想{color[0000]}将衬衫下摆塞入裤腰{color[ffff]}时，\n就先向Mii搭话，然后按  进入“换装”界面吧。
tips048	将宝物中的{color[0000]}宠物{color[ffff]}赠送给Mii后，Mii会带着它一起散步。\n宠物也可以在物品工坊中制作哦。
tips049	季节更替时，\n有些商店可能会引进{color[0000]}应季的新商品{color[ffff]}。
tips050	可以与拥有本软件的朋友进行{color[0000]}本地联机{color[ffff]}。\n试试交换在物品工坊中制作的物品或Mii吧？
tips051	通过本地联机发送制成物品或Mii，\n物品或Mii也{color[0000]}不会从这座岛上消失{color[ffff]}，这一点还请放心。
tips052	{color[0000]}旅行{color[ffff]}似乎能帮助Mii转换心情。
tips053	根据不同的时间段，市场会开设不同的商店。\n{color[0000]}早中晚{color[ffff]}都去查看一下，争取发现些好东西吧。
tips054	想查看目前为止获得的物品？\n全部都在{color[0000]}物品图鉴{color[ffff]}中哦。
tips055	{color[0000]}拎起Mii带去{color[ffff]}岛上摆放的各式物件前，\n看看Mii会如何反应吧。
tips056	{color[0000]}戳一戳Mii的肚子{color[ffff]}，就能看到Mii的肚子里面？
tips057	如果觉得夜晚的岛屿太暗，\n就在岛上放置{color[0000]}路灯{color[ffff]}吧。
tips058	去{color[0000]}当铺{color[ffff]}卖过宝物了吗？\n有些宝物没准能卖出意想不到的高价呢。
tips059	宝物可以卖给当铺，\n也可以拿来{color[0000]}送给{color[ffff]}可能会喜欢它的Mii哦。
tips060	把觉得有意思的新闻{color[0000]}锁定{color[ffff]}起来吧。\n最多可以锁定49则。
tips061	一起热热闹闹地游玩{color[0000]}TV模式{color[ffff]}也很有趣哦。
tips062	为Mii{color[0000]}设定现实世界的家人{color[ffff]}，\n或许那个Mii会借着某个契机意识到有这层关系。
tips063	“{color[0000]}岛屿信息{color[ffff]}”中记载着“居民性格一览”等各种岛屿的相关信息。\n请偶尔去查看一下。
tips064	在“岛屿信息”中，可以查看教导过Mii的{color[0000]}词汇{color[ffff]}。\n想删除词汇时就请来这里。
tips065	按  打开“Mii列表”，\n就可以通过{color[0000]}选择Mii后长按  {color[ffff]}来直接拎起Mii。
tips066	{color[0000]}揉揉Mii的脑袋{color[ffff]}会让Mii高兴。\n也可以通过触摸操作来揉脑袋。
tips067	Mii也可以{color[0000]}从主机上制成的Mii开始{color[ffff]}制作。\n有没有还未登录为居民的Mii呢？
tips068	向Mii搭话后，可以按  查看“{color[0000]}人际关系排名{color[ffff]}”。\n这个Mii现在和谁关系比较好呢？
tips069	想更改{color[0000]}岛屿名称{color[ffff]}时，\n请查看“岛屿信息”。
tips070	想更改“Mii称呼你的方式”等关于你的信息时，\n请按  查看“{color[0000]}设置{color[ffff]}”。
tips071	BGM、音效、Mii语音的音量，\n可以按  在“{color[0000]}设置{color[ffff]}”中调节。
tips072	{color[0000]}不希望手柄振动{color[ffff]}时，\n可以在主机设置中关闭此功能。
tips073	{color[0000]}沙滩{color[ffff]}是Mii休息的场所。\n请为Mii们打造宽阔的海滩吧。
tips074	平时会使用岛屿建设中的{color[0000]}填充工具{color[ffff]}吗？\n可以一下子把“草地广场”变为“砖块广场”哦。
tips075	如果在建设岛屿时{color[0000]}想一览岛屿的全景{color[ffff]}，\n请试试按 。
tips076	在物品工坊中{color[0000]}不断制作物品{color[ffff]}，\n或许会有好事发生哦。
tips077	在物品工坊中{color[0000]}制成的所有物品{color[ffff]}都会变成印章。\n试着把之前制作过的食物印在T恤上吧？
tips078	似乎还能给在物品工坊中制作的宠物\n设定{color[0000]}叫声{color[ffff]}哦。
tips079	想{color[0000]}删除{color[ffff]}在物品工坊中制成的物品时，\n请查看“制作的物品一览”。
tips080	想{color[0000]}调整{color[ffff]}在物品工坊中制成的物品时，\n请打开“制作的物品一览”，选择物品进行编辑。
tips081	使用物品工坊中的{color[0000]}滤镜{color[ffff]}，可以轻而易举地制作不同色的物品。\n比如把番茄汁变成葡萄汁？
tips082	想在物品工坊中绘制细节时，\n请试着{color[0000]}按  逐格移动{color[ffff]}画笔。
