common_AvatarCustomize.msbt
AVATARCLOTHES0000000	白色T恤
RewardYawarakaRank	{[0101]}～
BtnOK	 OK
ScreenShotGuide	 拍照
scene_BattleResult.msbt
End	 結束
Name	你
ScreenShotGuide	 拍照
scene_BattleTop.msbt
Question	要和哪位幽靈對戰呢？
World	和世界的幽靈
Friend	和朋友的幽靈
Family	和家人的幽靈
SearchID	用幽靈ID搜尋
GhostID	你的幽靈ID：
GhostID_NotUploaded	尚不存在
NumOfWin	獲勝次數
RewardCoin	重新整理本賽季的排名　{[010c]}/{[010d]}/{[010e]}  {[0107]}:00
scene_Config.msbt
Instruction	請選擇想要更改的地方。
Birthday	年齡
Style	造型
Job	職業
Catchphrase	介紹詞
Online	線上功能
Greeting	招呼語
Greeting_omit	……
Support	簡易輔助
Staff	工作人員
ButtonGuide	 選擇　 確定
Enable	使用
Disable	不使用
scene_GameCategorySelect.msbt
Instructions_GenreSelect	請選擇類別。
RetryRecommend_GenreSelect	金秤獎牌有★1～★3。\n如果靈活度超過1000的話……！？
scene_InitialSetting.msbt
ButtonGuide	 確定
scene_MainMenu.msbt
Battle	幽靈對戰
Stretch	伸展
AdvancedStretch	超級伸展
Test	測試
Costume	服裝
Ranking	排名
Option	設定
ButtonGuide	 選擇　 確定
Date	{[010c]}/{[010d]}/{[010e]}
Date_NA	----/--/--
NoRecordScore	???
NoRecordAtamaClass	???
Complete	完全制霸
scene_MiniGameDetails.msbt
MatchGameNum_00	{size[4200]}第{size[6400]}1{size[4200]}場比賽{size[6400]}
MatchGameNum_01	{size[4200]}第{size[6400]}2{size[4200]}場比賽{size[6400]}
MatchGameNum_02	{size[4200]}第{size[6400]}3{size[4200]}場比賽{size[6400]}
MatchGameNum_03	{size[4200]}第{size[6400]}4{size[4200]}場比賽{size[6400]}
MatchGameNum_04	{size[4200]}第{size[6400]}5{size[4200]}場比賽{size[6400]}
Instructions_Party	大腦準備好了嗎？
Instructions_Battle	大腦準備好的話，就開始吧！
Instructions_GameSelect	請選擇考題。
Decide_Party	 OK
Decide_Party_T	OK
Decide_Battle	 開始
ButtonGuide_Party	/ 退出　　　 選擇　 確定
ButtonGuide_Party_T	/ 退出
ButtonGuide_Stretch	 選擇　 確定
scene_ModeSelect.msbt
ModeName_01	主要
ModePlayers_01	1位玩家
ModeInfo_01	一個人伸展大腦！\n在這裡進行幽靈對戰。
ModeName_02	派對
ModePlayers_02	2～4位玩家
ModeInfo_02	大家一起伸展大腦！\n2位玩家也可以使用觸控進行對戰。
ButtonGuide	 選擇　 確定
scene_PartyGameTypeSelect.msbt
GuideText	請選擇規則。
ButtonGuide	 選擇　 確定
SelectRoulette	用輪盤來選擇。
SelectCategory	用擅長的類別來選擇。
scene_PartyHandicapSelect.msbt
Instruction	請選擇難易度。
GuideInfo	小孩子可以選擇「幼兒班」，初次遊玩可以選擇「初級班」，\n熟練後可以挑戰「中級班」或以上，精英則可以直接挑戰「精英班」！
Cancel	 取消
Cancel_T	取消
DecideHandicap	 這樣就可以了！
DecideHandicap_T	這樣就可以了！
ButtonGuide	/ 退出　　　 選擇　 確定
ButtonGuide_T	/ 退出
scene_PartyNumberOfGamesSelect.msbt
GuideText	請選擇比賽場數。
Number01	1
Number02	2
Number03	3
Number04	4
Number05	5
Game01	場比賽
Game02	場比賽
Game03	場比賽
Game04	場比賽
Game05	場比賽
PlayTime01	遊玩時間較短
PlayTime03	遊玩時間正常
PlayTime05	遊玩時間較長
ButtonGuide	 選擇　 確定
scene_PartyResult.msbt
ResultGameNum_01	{size[4200]}第{size[6400]}1{size[4200]}場比賽結果{size[6400]}
ResultGameNum_02	{size[4200]}第{size[6400]}2{size[4200]}場比賽結果{size[6400]}
ResultGameNum_03	{size[4200]}第{size[6400]}3{size[4200]}場比賽結果{size[6400]}
ResultGameNum_04	{size[4200]}第{size[6400]}4{size[4200]}場比賽結果{size[6400]}
ResultGameNum_05	{size[4200]}第{size[6400]}5{size[4200]}場比賽結果{size[6400]}
PartyResults	{[0100]}獲勝！
PartyResults_Draw	平手！
Ranking_01	{size[4200]}第{size[6400]}1
Ranking_02	{size[4200]}第{size[6400]}2
Ranking_03	{size[4200]}第{size[6400]}3
Ranking_04	{size[4200]}第{size[6400]}4
Next	 下一步！
Next_T	下一步！
MemberChange	更改用戶
End	下一步
ButtonGuide	 選擇　 確定
ButtonGuide_T	/ 退出
ScreenShotGuide	 拍照
scene_PartyRightHolderDecision.msbt
ButtonGuide_T	/ 退出
scene_PartyRoulette.msbt
Start	 開始！
Start_T	開始！
Stop	 停止！
Stop_T	停止！
Ok	 OK
Ok_T	OK
ButtonGuide_T	/ 退出
RetryTurnRoulette	 再轉一次……！
RetryTurnRoulette_T	再轉一次……！
scene_Ranking.msbt
Best30	最佳30名
Score	靈活度
Back	 返回
Rank	{size[4200]}第{size[6400]}{[0101]}{size[4200]}名{size[6400]}
OutOfRank	{size[4b00]}榜外{size[6400]}
scene_StretchResult.msbt
NewRecord	刷新最佳紀錄！
LastTime	最佳紀錄 {[0102]}    上一次 {[0101]}
Retry	結束
End	 下一步
EndOnly	 結束
ScreenShotGuide	 拍照
StretchScore	靈活度
LastQuestion	最後的考題
Ranking	 排名
TryAgain	 再次挑戰
scene_TestResult.msbt
Start	 測試開始
End	 結束
Record	{[010c]}/{[010d]}/{[010e]}的紀錄
BestRecord	最佳紀錄
Score	靈活度
AtamaClass	頭腦段位
AtamaType	頭腦類型
ResultTitle	{[010c]}/{[010d]}/{[010e]}的測試結果
TopTitle	來檢測你的大腦靈活度吧。
NoRecordScore	???
NoRecordAtamaClass	???
NoRecordAtamaType	?????
UpdateBestRecord	刷新最佳紀錄！
Ranking	 排名
RewardCoin	每次測試㍊{size[6e00]}5{size[6400]}（附帶獎勵金幣）
BestRecordButton	 最佳紀錄
LastRecordButton	 上一次的紀錄
LastRecord	上一次的紀錄
ScreenShotGuide	 拍照
scene_Title.msbt
Start	 開始
Credit	© Nintendo
